time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_x; acc_y; acc_z; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_wheel_x; kal_wheel_y; kal_wheel_heading; kal_acc_x; kal_acc_y; kal_acc_heading
0; 0; 0; 0; 0; 0; 0; 0; 0
0.064; 0; 0; 0; 0; 0; 0; 0; 0
0.128; 0; 0; 0; 0; 0; 0.00795587; 4.52233e-05; 0.0113684
0.192; 0; 0; 0; 0; 0; 0.0156955; 0.000118549; 0.00757895
0.256; 0; 0; 0; 0; 0; 0.0242991; 0.000200059; 0.0113684
0.32; 0; 0; 0; 0; 0; 0.0317871; 0.000218976; -0.00631579
0.384; 0; 0; 0; 0; 0; 0.0398511; 0.000198604; 0.00126316
0.448; 0; 0; 0; 0; 0; 0.0480231; 0.00018312; -0.00505263
0.512; 0; 0; 0; 0; 0; 0.055979; 0.000218294; 0.0138947
0.576; 0; 0; 0; 0; 0; 0.0638628; 0.000273066; -1.23165e-15
0.64; 0; 0; 0; 0; 0; 0.0716388; 0.000273066; -1.23165e-15
0.704; 0; 0; 0; 0; 0; 0.0797748; 0.00029362; 0.00505263
0.768; 0; 0; 0; 0; 0; 0.0875867; 0.000338025; 0.00631579
0.832; 0; 0; 0; 0; 0; 0.0956506; 0.000348211; -0.00378947
0.896; 0; 0; 0; 0; 0; 0.103499; 0.000328385; -0.00126316
0.96; 0; 0; 0; 0; 0; 0.112031; 0.000333773; 0.00252632
1.024; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.121443; -0.000722512; 0.00139119
1.088; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.129147; -0.000721525; -0.00113513
1.152; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.137283; -0.000710207; 0.0039175
1.216; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.145275; -0.000668803; 0.00644382
1.28; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.153267; -0.000657685; -0.00366144
1.344; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.161115; -0.000636853; 0.00897013
1.408; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.169143; -0.000559772; 0.0102333
1.472; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.176811; -0.000544262; -0.00618776
1.536; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.185019; -0.00059505; -0.00618776
1.6; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.193299; -0.000625367; -0.00113513
1.664; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.201038; -0.000590157; 0.0102333
1.728; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.20903; -0.000538659; 0.00265435
1.792; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.217202; -0.000532451; -0.00113513
1.856; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.225194; -0.000531428; 0.00139119
1.92; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.233402; -0.000540745; -0.00366144
1.984; 0.121445; -0.000723798; -3.14119; -1.78856; 0.000723798; 0.241034; -0.000530127; 0.00644382
2.048; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.24812; -0.00225319; -0.000494437
2.112; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.256508; -0.00229442; -0.00933654
2.176; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.264175; -0.00239991; -0.0181786
2.24; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.272382; -0.00248691; -0.00302075
2.304; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.280086; -0.00247126; 0.00708451
2.368; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.288078; -0.00243483; 0.00203188
2.432; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.296214; -0.00244913; -0.00554707
2.496; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.304494; -0.00247414; -0.000494437
2.56; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.312378; -0.00248302; -0.00175759
2.624; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.320226; -0.0024869; 0.000768721
2.688; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.328074; -0.00250069; -0.00428391
2.752; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.336246; -0.00248925; 0.00708451
2.816; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.344022; -0.00248327; -0.00554707
2.88; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.35223; -0.00250807; -0.000494437
2.944; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.36015; -0.00252199; -0.00302075
3.008; 0.247354; -0.00237508; -0.0131141; -1.66265; 0.00237508; 0.368142; -0.00253603; -0.000494437
3.072; 0.373181; -0.00319815; -0.00654114; -1.53682; 0.00319815; 0.375078; -0.00318877; 0.000449539
3.136; 0.373181; -0.00319815; -0.00654114; -1.53682; 0.00319815; 0.383358; -0.00320597; -0.00460309
3.2; 0.373181; -0.00319815; -0.00654114; -1.53682; 0.00319815; 0.391421; -0.00327364; -0.012182
