time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_wheel_x; kal_wheel_y; kal_wheel_heading; kal_acc_x; kal_acc_y; kal_acc_heading
2.24; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.43235e-06; 0.0194223; 9.80998; 13.968; 13.9752; 0.313015; 2.61177e-08; -0.00258947; 0.286414; 0.000121303; -0.00258947; 0.286403; -0.209324; -0.0153838; 0.310677; 0.000136587; -0.00258947
2.256; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 1.59464e-06; 0.0167493; 9.80999; 14.0688; 14.058; 0.315358; 2.59221e-08; 0.00388421; 0.288296; 0.00011643; 0.00388421; 0.288285; -0.209311; -0.0089101; 0.313017; 0.000138644; 0.00388421
2.272; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.84562e-06; 0.0139486; 9.80999; 14.1768; 14.1624; 0.317702; 2.56358e-08; 0.00517895; 0.290473; 0.000124886; 0.00517895; 0.290462; -0.209298; -0.00761536; 0.31536; 0.000140717; 0.00517895
2.288; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -9.39875e-06; 0.0110591; 9.81; 14.238; 14.2632; 0.320048; 2.5521e-08; -0.00906316; 0.292134; 0.000133486; -0.00906316; 0.292122; -0.209325; -0.0218575; 0.317705; 0.000142807; -0.00906316
2.304; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.49721e-05; 0.00812646; 9.81; 14.3856; 14.382; 0.322393; 2.53798e-08; 0.00129474; 0.294864; 0.000108738; 0.00129474; 0.294853; -0.209307; -0.0114996; 0.32005; 0.000144916; 0.00129474
2.32; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.04828e-05; 0.0052008; 9.81001; 14.472; 14.4756; 0.324738; 2.52668e-08; -0.00129474; 0.296709; 0.000111127; -0.00129474; 0.296698; -0.209312; -0.014089; 0.322395; 0.000147046; -0.00129474
2.336; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.58593e-05; 0.0023483; 9.81001; 14.58; 14.5476; 0.327081; 2.48843e-08; 0.0116526; 0.298554; 0.000108738; 0.0116526; 0.298543; -0.209279; -0.00114168; 0.32474; 0.000149197; 0.0116526
2.352; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.01902e-05; -0.000422596; 9.81001; 14.6556; 14.67; 0.329423; 2.46273e-08; -0.00517895; 0.300583; 0.000132387; -0.00517895; 0.300572; -0.209306; -0.0179733; 0.327084; 0.000151371; -0.00517895
2.368; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.107e-05; -0.00302858; 9.81; 14.7564; 14.7852; 0.331761; 2.46238e-08; -0.0103579; 0.302797; 0.000120921; -0.0103579; 0.302786; -0.209335; -0.0231522; 0.329425; 0.00015357; -0.0103579
2.384; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.16368e-05; -0.00543832; 9.81; 14.8608; 14.8644; 0.334096; 2.4652e-08; -0.00129474; 0.304679; 0.000101428; -0.00129474; 0.304668; -0.209329; -0.014089; 0.331764; 0.000155793; -0.00129474
2.4; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.19215e-05; -0.00761181; 9.81; 14.9688; 14.9904; 0.336428; 2.4872e-08; -0.00776842; 0.307078; 9.83229e-05; -0.00776842; 0.307066; -0.209355; -0.0205627; 0.334099; 0.000158041; -0.00776842
2.416; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.19474e-05; -0.00951305; 9.81; 15.0588; 15.084; 0.338755; 2.53158e-08; -0.00906316; 0.30896; 8.37037e-05; -0.00906316; 0.308948; -0.209374; -0.0218575; 0.33643; 0.000160313; -0.00906316
2.432; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.17338e-05; -0.0111105; 9.80999; 15.1776; 15.1812; 0.341077; 2.57915e-08; -0.00129474; 0.311173; 6.36381e-05; -0.00129474; 0.311162; -0.209368; -0.014089; 0.338757; 0.00016261; -0.00129474
2.448; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.12972e-05; -0.0123777; 9.80999; 15.264; 15.2784; 0.343394; 2.63942e-08; -0.00517895; 0.313055; 6.12016e-05; -0.00517895; 0.313044; -0.209381; -0.0179733; 0.341079; 0.000164932; -0.00517895
2.464; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -3.06528e-05; -0.0132935; 9.80999; 15.3684; 15.3576; 0.345705; 2.69022e-08; 0.00388421; 0.314937; 5.14554e-05; 0.00388421; 0.314925; -0.209365; -0.0089101; 0.343396; 0.000167278; 0.00388421
2.48; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.98153e-05; -0.0138426; 9.80998; 15.498; 15.4764; 0.348012; 2.72227e-08; 0.00776842; 0.317483; 6.13449e-05; 0.00776842; 0.317471; -0.209341; -0.00502589; 0.345708; 0.000169648; 0.00776842
2.496; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.87997e-05; -0.0140157; 9.80998; 15.5772; 15.5772; 0.350312; 2.75432e-08; -8.1532e-17; 0.319328; 7.56775e-05; -8.1532e-17; 0.319316; -0.209348; -0.0127943; 0.348014; 0.000172043; -8.1532e-17
2.512; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.76214e-05; -0.0138094; 9.80998; 15.6816; 15.6744; 0.352607; 2.78027e-08; 0.00258947; 0.321395; 7.56775e-05; 0.00258947; 0.321383; -0.20934; -0.0102048; 0.350315; 0.000174462; 0.00258947
2.528; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.62964e-05; -0.0132268; 9.80999; 15.7608; 15.768; 0.354897; 2.81223e-08; -0.00258947; 0.323166; 8.0264e-05; -0.00258947; 0.323154; -0.209349; -0.0153838; 0.35261; 0.000176904; -0.00258947
2.544; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.48417e-05; -0.0122767; 9.80999; 15.8616; 15.8832; 0.357182; 2.86196e-08; -0.00776842; 0.32538; 7.45309e-05; -0.00776842; 0.325368; -0.209372; -0.0205627; 0.354899; 0.000179369; -0.00776842
2.56; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.32747e-05; -0.0109742; 9.80999; 15.9768; 16.002; 0.359461; 2.93205e-08; -0.00906316; 0.327778; 5.58985e-05; -0.00906316; 0.327767; -0.208634; -0.0218089; 0.357184; 0.000181858; -0.00906316
2.576; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.16136e-05; -0.00934004; 9.80999; 16.0776; 16.056; 0.361737; 2.98502e-08; 0.00776842; 0.329365; 4.15182e-05; 0.00776842; 0.329354; -0.208608; -0.0049773; 0.359464; 0.000184368; 0.00776842
2.592; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.98773e-05; -0.00740018; 9.81; 16.182; 16.1532; 0.364009; 3.01561e-08; 0.0103579; 0.331431; 5.75707e-05; 0.0103579; 0.33142; -0.208584; -0.00238783; 0.361739; 0.000186901; 0.0103579
2.608; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.80849e-05; -0.00518571; 9.81; 16.3044; 16.2612; 0.366277; 3.01337e-08; 0.0155368; 0.333793; 8.20315e-05; 0.0155368; 0.333781; -0.208541; 0.00279112; 0.364011; 0.000189456; 0.0155368
2.624; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.62556e-05; -0.00273218; 9.81; 16.3584; 16.3872; 0.368543; 3.03253e-08; -0.0103579; 0.335637; 0.000110696; -0.0103579; 0.335626; -0.208584; -0.0231036; 0.366279; 0.000192031; -0.0103579
2.64; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.4409e-05; -7.90732e-05; 9.81; 16.4736; 16.47; 0.370806; 3.04908e-08; 0.00129474; 0.337667; 8.96748e-05; 0.00129474; 0.337655; -0.20857; -0.011451; 0.368545; 0.000194627; 0.00129474
2.656; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.25642e-05; 0.00273082; 9.81; 16.596; 16.5852; 0.373069; 3.05797e-08; 0.00388421; 0.340102; 9.2828e-05; 0.00388421; 0.34009; -0.208557; -0.00886152; 0.370809; 0.000197244; 0.00388421
2.672; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -1.07403e-05; 0.00565203; 9.81; 16.6716; 16.6752; 0.375331; 3.06935e-08; -0.00129474; 0.3418; 9.94211e-05; -0.00129474; 0.341788; -0.208564; -0.0140405; 0.373071; 0.00019988; -0.00129474
2.688; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -8.95587e-06; 0.00863714; 9.81; 16.7796; 16.7904; 0.377593; 3.08803e-08; -0.00388421; 0.344087; 9.6459e-05; -0.00388421; 0.344076; -0.208575; -0.0166299; 0.375333; 0.000202535; -0.00388421
2.704; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -7.22906e-06; 0.0116375; 9.81; 16.884; 16.8912; 0.379856; 3.11147e-08; -0.00258947; 0.346191; 8.82893e-05; -0.00258947; 0.346179; -0.208579; -0.0153352; 0.377595; 0.00020521; -0.00258947
2.72; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -5.57721e-06; 0.0146041; 9.81; 16.9812; 16.9884; 0.382121; 3.13955e-08; -0.00258947; 0.348183; 8.31296e-05; -0.00258947; 0.348171; -0.208585; -0.0153352; 0.379859; 0.000207902; -0.00258947
2.736; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -4.01686e-06; 0.0174881; 9.80999; 17.0892; 17.082; 0.384388; 3.16309e-08; 0.00258947; 0.35025; 7.77787e-05; 0.00258947; 0.350238; -0.208574; -0.0101563; 0.382124; 0.000210613; 0.00258947
2.752; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; -2.5286e-06; 0.0202436; 9.80998; 17.1864; 17.1828; 0.386659; 3.18441e-08; 0.00129474; 0.352279; 8.3034e-05; 0.00129474; 0.352267; -0.208573; -0.011451; 0.384391; 0.000213341; 0.00129474
2.768; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 2.14346e-06; 0.0228114; 9.80998; 17.28; 17.2764; 0.388934; 3.20367e-08; 0.00129474; 0.354198; 8.55184e-05; 0.00129474; 0.354186; -0.20857; -0.011451; 0.386662; 0.000216086; 0.00129474
2.784; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 7.6421e-06; 0.025162; 9.80997; 17.3844; 17.3808; 0.391213; 3.22104e-08; 0.00129474; 0.356338; 8.82893e-05; 0.00129474; 0.356326; -0.208567; -0.011451; 0.388936; 0.000218847; 0.00129474
2.8; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 1.31909e-05; 0.0272595; 9.80996; 17.4924; 17.4672; 0.393497; 3.2265e-08; 0.00906316; 0.358331; 9.08692e-05; 0.00906316; 0.358319; -0.208542; -0.00368257; 0.391215; 0.000221623; 0.00906316
2.816; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 1.87056e-05; 0.0290781; 9.80995; 17.5968; 17.5932; 0.395786; 3.23045e-08; 0.00129474; 0.360692; 0.000112273; 0.00129474; 0.36068; -0.208548; -0.011451; 0.393499; 0.000224412; 0.00129474
2.832; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 2.41078e-05; 0.0306016; 9.80995; 17.6904; 17.6868; 0.398082; 3.23306e-08; 0.00129474; 0.362611; 0.000114757; 0.00129474; 0.362599; -0.208545; -0.011451; 0.395789; 0.000227212; 0.00129474
2.848; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 2.91688e-05; 0.0318221; 9.80994; 17.7732; 17.7588; 0.400383; 3.23099e-08; 0.00517895; 0.364198; 0.000116811; 0.00517895; 0.364186; -0.208534; -0.00756678; 0.398084; 0.000230023; 0.00517895
2.864; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.06769e-05; 0.0326942; 9.80994; 17.8524; 17.8812; 0.402691; 3.23788e-08; -0.0103579; 0.366264; 0.000127513; -0.0103579; 0.366252; -0.208571; -0.0231036; 0.400386; 0.000232843; -0.0103579
2.88; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.13379e-05; 0.0332436; 9.80994; 17.9856; 17.9964; 0.405006; 3.24807e-08; -0.00388421; 0.36881; 0.000101141; -0.00388421; 0.368798; -0.208573; -0.0166299; 0.402694; 0.000235672; -0.00388421
2.896; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.17142e-05; 0.0334552; 9.80994; 18.0864; 18.09; 0.407327; 3.25935e-08; -0.00129474; 0.370803; 9.34015e-05; -0.00129474; 0.370791; -0.208573; -0.0140405; 0.405009; 0.000238509; -0.00129474
2.912; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.18303e-05; 0.03333; 9.80994; 18.1872; 18.1872; 0.409655; 3.27062e-08; -1.02349e-16; 0.372832; 9.07738e-05; -1.02349e-16; 0.37282; -0.208572; -0.0127457; 0.40733; 0.000241354; -1.02349e-16
2.928; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.17054e-05; 0.0328732; 9.80994; 18.2844; 18.288; 0.411989; 3.28299e-08; -0.00129474; 0.374862; 9.07738e-05; -0.00129474; 0.37485; -0.208576; -0.0140405; 0.409658; 0.000244208; -0.00129474
2.944; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.13552e-05; 0.0320947; 9.80994; 18.3852; 18.4032; 0.414329; 3.30084e-08; -0.00647368; 0.377076; 8.79073e-05; -0.00647368; 0.377063; -0.208596; -0.0192194; 0.411992; 0.00024707; -0.00647368
2.96; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.07936e-05; 0.0310085; 9.80995; 18.4896; 18.4824; 0.416676; 3.31646e-08; 0.00258947; 0.378958; 7.57246e-05; 0.00258947; 0.378945; -0.208582; -0.0101563; 0.414332; 0.000249941; 0.00258947
2.976; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 3.00338e-05; 0.0296326; 9.80995; 18.5724; 18.5904; 0.419028; 3.3378e-08; -0.00647368; 0.380913; 8.07888e-05; -0.00647368; 0.380901; -0.208604; -0.0192194; 0.416679; 0.00025282; -0.00647368
2.992; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 2.90889e-05; 0.0279889; 9.80996; 18.6876; 18.6948; 0.421385; 3.36148e-08; -0.00258947; 0.383164; 6.62173e-05; -0.00258947; 0.383152; -0.208605; -0.0153352; 0.419031; 0.000255709; -0.00258947
3.008; 0.250025; -3.6796e-06; -1.46629e-05; -2.64998; -3.19368e-05; 3.6796e-06; 2.79728e-05; 0.0261025; 9.80996; 18.7812; 18.7776; 0.423747; 3.38394e-08; 0.00129474; 0.384972; 6.15352e-05; 0.00129474; 0.38496; -0.208599; -0.011451; 0.421388; 0.000258606; 0.00129474
3.024; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0149608; -1.47351; 9.8052; 18.8568; 18.8748; 0.42573; 9.37728e-09; -0.00647368; 0.386743; 6.38285e-05; -0.00647368; 0.386731; -0.208618; -0.0192194; 0.42375; 0.000261512; -0.00647368
3.04; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0910887; -0.0076348; 9.81044; 18.9252; 18.9972; 0.427709; -6.18422e-07; -0.0258947; 0.388699; 5.1168e-05; -0.0258947; 0.388685; -0.208687; -0.0386405; 0.425733; 0.000260606; -0.0258947
3.056; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0929904; 0.0278195; 9.80655; 18.972; 19.0908; 0.429693; -2.26233e-06; -0.0427263; 0.390138; 1.3907e-05; -0.0427263; 0.390123; -0.208761; -0.055472; 0.427711; 0.000236396; -0.0427263
3.072; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0916329; 0.0631212; 9.81068; 19.044; 19.2024; 0.431691; -5.24094e-06; -0.0569684; 0.392018; -6.64752e-05; -0.0569684; 0.392019; -0.206498; -0.0695653; 0.429696; 0.000188398; -0.0569684
3.088; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0876944; 0.057604; 9.80943; 19.0872; 19.2888; 0.433702; -9.84465e-06; -0.0725053; 0.393344; -0.000142111; -0.0725053; 0.393343; -0.206605; -0.0851022; 0.431694; 0.000116959; -0.0725053
3.104; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0854741; 0.0571703; 9.80805; 19.1844; 19.386; 0.435725; -1.60323e-05; -0.0725053; 0.395331; -0.000286459; -0.0725053; 0.39533; -0.206749; -0.0851022; 0.433705; 2.3086e-05; -0.0725053
3.12; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0858402; 0.0447126; 9.80979; 19.242; 19.5012; 0.437758; -2.4264e-05; -0.0932211; 0.397098; -0.000414767; -0.0932211; 0.397092; -0.206932; -0.105818; 0.435728; -9.26517e-05; -0.0932211
3.136; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0855472; 0.0368239; 9.80989; 19.3104; 19.6092; 0.439799; -3.48428e-05; -0.107463; 0.398898; -0.000583076; -0.107463; 0.398888; -0.207139; -0.12006; 0.437762; -0.000230348; -0.107463
3.152; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.085264; 0.0290308; 9.80999; 19.3716; 19.6956; 0.441845; -4.79575e-05; -0.116526; 0.400402; -0.000745345; -0.116526; 0.40039; -0.207322; -0.129123; 0.439802; -0.000389928; -0.116526
3.168; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.085045; 0.0209553; 9.81006; 19.4256; 19.8216; 0.443894; -6.416e-05; -0.142421; 0.402235; -0.000959849; -0.142421; 0.402213; -0.207607; -0.155018; 0.441848; -0.000571319; -0.142421
3.184; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0848037; 0.0132447; 9.81013; 19.4832; 19.8864; 0.445945; -8.34973e-05; -0.145011; 0.403477; -0.00113793; -0.145011; 0.403454; -0.20779; -0.157607; 0.443898; -0.000774465; -0.145011
3.2; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0846765; 0.00514371; 9.81017; 19.5552; 19.998; 0.447995; -0.00010627; -0.159253; 0.405339; -0.00140987; -0.159253; 0.40531; -0.208102; -0.17185; 0.445949; -0.000999304; -0.159253
3.216; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0847282; -0.00374995; 9.81019; 19.6308; 20.1096; 0.450042; -0.000132756; -0.1722; 0.407234; -0.00171415; -0.1722; 0.407198; -0.208443; -0.184797; 0.447999; -0.0012458; -0.1722
3.232; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0849136; -0.0126528; 9.81019; 19.6884; 20.1888; 0.452084; -0.00016313; -0.179968; 0.408615; -0.00195442; -0.179968; 0.408576; -0.208699; -0.192565; 0.450046; -0.00151398; -0.179968
3.248; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0845303; -0.0215813; 9.81017; 19.7568; 20.3112; 0.454118; -0.000197787; -0.199389; 0.410539; -0.00230449; -0.199389; 0.41049; -0.209105; -0.211986; 0.452088; -0.00180387; -0.199389
3.264; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0855482; -0.0199237; 9.81023; 19.8072; 20.4156; 0.456146; -0.000237194; -0.218811; 0.412094; -0.00261877; -0.218811; 0.412035; -0.209464; -0.231407; 0.454123; -0.00211539; -0.218811
3.28; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0859514; -0.0180124; 9.8097; 19.8864; 20.4804; 0.458167; -0.000281263; -0.213632; 0.413535; -0.00293916; -0.213632; 0.413478; -0.209774; -0.226228; 0.456151; -0.00244879; -0.213632
3.296; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0860261; -0.016044; 9.8101; 19.9512; 20.5992; 0.460183; -0.000330414; -0.233053; 0.415374; -0.00333814; -0.233053; 0.415305; -0.210226; -0.24565; 0.458172; -0.00280418; -0.233053
3.312; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0861099; -0.0139574; 9.81009; 20.0196; 20.7036; 0.462193; -0.00038493; -0.246; 0.417098; -0.0037472; -0.246; 0.41702; -0.210668; -0.258597; 0.460187; -0.00318158; -0.246
3.328; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0861865; -0.0117951; 9.81008; 20.0556; 20.8116; 0.464198; -0.000445366; -0.271895; 0.418529; -0.00410664; -0.271895; 0.418437; -0.211083; -0.284492; 0.462196; -0.003581; -0.271895
3.344; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0862545; -0.00959295; 9.81006; 20.1384; 20.9088; 0.466199; -0.000511838; -0.277074; 0.420306; -0.00460213; -0.277074; 0.42021; -0.211592; -0.289671; 0.464201; -0.00400247; -0.277074
3.36; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863131; -0.00738731; 9.81005; 20.1636; 20.9844; 0.468197; -0.000584734; -0.2952; 0.4213; -0.00488475; -0.2952; 0.421196; -0.211902; -0.307797; 0.466201; -0.00444601; -0.2952
3.376; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863621; -0.00521447; 9.81004; 20.2716; 21.0996; 0.470191; -0.000664112; -0.297789; 0.423489; -0.00555035; -0.297789; 0.423382; -0.212576; -0.310386; 0.468197; -0.00491162; -0.297789
3.392; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864017; -0.00311024; 9.81003; 20.3256; 21.2256; 0.472182; -0.000750519; -0.323684; 0.425253; -0.00609168; -0.323684; 0.425123; -0.213185; -0.336281; 0.47019; -0.00539933; -0.323684
3.408; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864323; -0.00110944; 9.81002; 20.3904; 21.3084; 0.474172; -0.000844095; -0.330158; 0.426687; -0.00657288; -0.330158; 0.426553; -0.213681; -0.342755; 0.47218; -0.00590914; -0.330158
3.424; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864546; 0.000754639; 9.81001; 20.4444; 21.4056; 0.47616; -0.000945165; -0.345695; 0.428153; -0.00707531; -0.345695; 0.428007; -0.214217; -0.358292; 0.474168; -0.00644106; -0.345695
3.44; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864693; 0.00245069; 9.81; 20.52; 21.4992; 0.478146; -0.00105386; -0.352168; 0.429785; -0.00766298; -0.352168; 0.429633; -0.214821; -0.364765; 0.476154; -0.00699509; -0.352168
3.456; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864771; 0.00394993; 9.80999; 20.5956; 21.5964; 0.480132; -0.00117035; -0.359937; 0.431447; -0.00827393; -0.359937; 0.431288; -0.215451; -0.372534; 0.478138; -0.00757125; -0.359937
3.472; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864791; 0.00522653; 9.80999; 20.6316; 21.6828; 0.482117; -0.00129501; -0.378063; 0.432622; -0.00871582; -0.378063; 0.43245; -0.215924; -0.39066; 0.480122; -0.00816952; -0.378063
3.488; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864759; 0.00625808; 9.80998; 20.7072; 21.7944; 0.484102; -0.0014281; -0.391011; 0.434405; -0.00942409; -0.391011; 0.434219; -0.216667; -0.403607; 0.482105; -0.00878992; -0.391011
3.504; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864685; 0.0070259; 9.80998; 20.7612; 21.9132; 0.486086; -0.00157009; -0.414316; 0.436042; -0.0100991; -0.414316; 0.435832; -0.217399; -0.426913; 0.484088; -0.00943244; -0.414316
3.52; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864576; 0.00751544; 9.80997; 20.8368; 22.0068; 0.488071; -0.00172112; -0.420789; 0.43763; -0.0107973; -0.420789; 0.437413; -0.218113; -0.433386; 0.486071; -0.0100971; -0.420789
3.536; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864441; 0.00771651; 9.80997; 20.8908; 22.122; 0.490055; -0.00188162; -0.4428; 0.439213; -0.0115057; -0.4428; 0.438971; -0.218873; -0.455397; 0.488053; -0.0107838; -0.4428
3.552; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864286; 0.00762345; 9.80997; 20.9736; 22.2156; 0.49204; -0.00205167; -0.446684; 0.440847; -0.0122804; -0.446684; 0.440601; -0.219657; -0.459281; 0.490036; -0.0114927; -0.446684
3.568; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864119; 0.00723529; 9.80997; 21.0312; 22.3164; 0.494024; -0.00223158; -0.462221; 0.442311; -0.0129818; -0.462221; 0.442048; -0.220392; -0.474818; 0.492019; -0.0122237; -0.462221
