time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_wheel_x; kal_wheel_y; kal_wheel_heading; kal_acc_x; kal_acc_y; kal_acc_heading
3.584; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863945; 0.00655583; 9.80997; 21.0816; 22.4208; 0.496008; -0.00242173; -0.481642; 0.443731; -0.0136894; -0.481642; 0.447442; -0.206938; -0.493447; 0.494001; -0.0129768; -0.481642
3.6; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.086377; 0.00559353; 9.80997; 21.168; 22.5108; 0.497992; -0.00262213; -0.482937; 0.445334; -0.0145269; -0.482937; 0.449043; -0.207779; -0.494741; 0.495983; -0.0137519; -0.482937
3.616; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.08636; 0.00436151; 9.80997; 21.2616; 22.5972; 0.499975; -0.00283275; -0.480347; 0.446968; -0.0153837; -0.480347; 0.45068; -0.208629; -0.492152; 0.497965; -0.0145492; -0.480347
3.632; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.086344; 0.00287732; 9.80997; 21.2832; 22.7052; 0.501957; -0.00305418; -0.511421; 0.448146; -0.0159976; -0.511421; 0.451829; -0.209297; -0.523225; 0.499946; -0.0153686; -0.511421
3.648; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863293; 0.00116272; 9.80997; 21.3444; 22.8096; 0.503937; -0.00328671; -0.526958; 0.449626; -0.0168283; -0.526958; 0.453289; -0.210162; -0.538762; 0.501925; -0.0162101; -0.526958
3.664; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863164; -0.000756643; 9.80997; 21.4092; 22.8888; 0.505916; -0.00353045; -0.532137; 0.450902; -0.0175706; -0.532137; 0.454559; -0.210914; -0.543941; 0.503903; -0.0170736; -0.532137
3.68; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0863056; -0.00285161; 9.80997; 21.4848; 23.0076; 0.507892; -0.00378568; -0.547674; 0.452619; -0.0185816; -0.547674; 0.456252; -0.211965; -0.559478; 0.505879; -0.0179592; -0.547674
3.696; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0862971; -0.00508995; 9.80997; 21.5388; 23.1084; 0.509866; -0.00405272; -0.564505; 0.453973; -0.0194078; -0.564505; 0.457585; -0.212825; -0.57631; 0.507852; -0.0188669; -0.564505
3.712; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0862912; -0.00743685; 9.80997; 21.6036; 23.2056; 0.511836; -0.00433179; -0.576158; 0.455376; -0.0202962; -0.576158; 0.458972; -0.213738; -0.587962; 0.509822; -0.0197967; -0.576158
3.728; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0862879; -0.00985543; 9.80996; 21.6828; 23.3352; 0.513803; -0.00462321; -0.594284; 0.457171; -0.0214621; -0.594284; 0.460735; -0.214952; -0.606089; 0.511788; -0.0207486; -0.594284
3.744; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0862875; -0.0123074; 9.80996; 21.7404; 23.3964; 0.515765; -0.00492702; -0.595579; 0.45818; -0.022144; -0.595579; 0.461742; -0.215636; -0.607383; 0.51375; -0.0217225; -0.595579
3.76; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864521; -0.0123337; 9.81; 21.8124; 23.526; 0.517723; -0.00524362; -0.616295; 0.459891; -0.0233032; -0.616295; 0.463416; -0.216848; -0.628099; 0.515706; -0.0227185; -0.616295
3.776; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865124; -0.0122908; 9.80986; 21.8772; 23.6232; 0.519677; -0.00557321; -0.627947; 0.461246; -0.024263; -0.627947; 0.464754; -0.217831; -0.639752; 0.517657; -0.0237366; -0.627947
3.792; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865042; -0.0122539; 9.80996; 21.9204; 23.6916; 0.521627; -0.00591597; -0.637011; 0.462171; -0.024935; -0.637011; 0.465671; -0.218516; -0.648815; 0.519603; -0.0247768; -0.637011
3.808; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864966; -0.0121998; 9.80996; 21.9852; 23.8176; 0.523573; -0.00627227; -0.659021; 0.463743; -0.0260982; -0.659021; 0.467204; -0.21973; -0.670825; 0.521544; -0.0258392; -0.659021
3.824; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864903; -0.0121269; 9.80996; 22.05; 23.9076; 0.525515; -0.00664228; -0.668084; 0.464998; -0.0270698; -0.668084; 0.468445; -0.220719; -0.679889; 0.52348; -0.0269237; -0.668084
3.84; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864853; -0.0120321; 9.80996; 22.1292; 24.012; 0.527453; -0.00702616; -0.677147; 0.466475; -0.0282357; -0.677147; 0.469906; -0.221905; -0.688952; 0.525411; -0.0280303; -0.677147
3.856; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864815; -0.0119128; 9.80996; 22.1796; 24.0984; 0.529387; -0.00742411; -0.690095; 0.467568; -0.0291142; -0.690095; 0.470982; -0.222804; -0.701899; 0.527337; -0.0291591; -0.690095
3.872; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864788; -0.0117665; 9.80996; 22.2408; 24.2136; 0.531317; -0.00783648; -0.709516; 0.468962; -0.0302653; -0.709516; 0.472342; -0.223995; -0.72132; 0.529258; -0.0303099; -0.709516
3.888; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864771; -0.0115912; 9.80996; 22.3128; 24.318; 0.533244; -0.00826346; -0.721168; 0.470334; -0.0314432; -0.721168; 0.473693; -0.225197; -0.732973; 0.531174; -0.0314829; -0.721168
3.904; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0864764; -0.0113855; 9.80996; 22.3956; 24.4152; 0.535167; -0.00870512; -0.726347; 0.47172; -0.0326614; -0.726347; 0.475069; -0.226426; -0.738152; 0.533085; -0.032678; -0.726347
3.92; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0890752; -0.00871456; 9.80996; 22.4208; 24.5268; 0.537087; -0.00916244; -0.757421; 0.472768; -0.0335927; -0.757421; 0.476073; -0.227405; -0.769225; 0.534991; -0.0338953; -0.757421
3.936; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865263; -0.0106231; 9.80996; 22.518; 24.6168; 0.539004; -0.00963493; -0.754832; 0.474162; -0.034911; -0.754832; 0.477472; -0.228718; -0.766636; 0.536892; -0.0351353; -0.754832
3.952; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865272; -0.0102135; 9.80996; 22.5828; 24.7284; 0.540917; -0.0101229; -0.771663; 0.475479; -0.0361498; -0.771663; 0.478757; -0.22999; -0.783468; 0.53879; -0.0363975; -0.771663
3.968; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865292; -0.00977628; 9.80996; 22.644; 24.8364; 0.542827; -0.0106265; -0.788495; 0.476722; -0.0373592; -0.788495; 0.479969; -0.23123; -0.800299; 0.540682; -0.0376817; -0.788495
3.984; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865317; -0.00931531; 9.80996; 22.6764; 24.9012; 0.544734; -0.011146; -0.800147; 0.477425; -0.0380659; -0.800147; 0.480659; -0.231949; -0.811952; 0.54257; -0.0389882; -0.800147
4; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865346; -0.00883456; 9.80996; 22.752; 25.038; 0.546638; -0.0116817; -0.822158; 0.478941; -0.0396278; -0.822158; 0.482123; -0.23356; -0.833962; 0.544454; -0.0403167; -0.822158
4.016; 0.376265; -5.29108e-06; -1.27652e-05; -2.52374; -3.1808e-05; 5.29108e-06; 0.0865376; -0.00833859; 9.80996; 22.806; 25.1136; 0.54854; -0.0122338; -0.829926; 0.479845; -0.040601; -0.829926; 0.483016; -0.234544; -0.841731; 0.546334; -0.0416674; -0.829926
4.032; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865408; -0.0078325; 9.80996; 22.8924; 25.2144; 0.550439; -0.0128022; -0.835105; 0.48114; -0.0420169; -0.835105; 0.4843; -0.23597; -0.84691; 0.548209; -0.0430403; -0.835105
4.048; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865441; -0.00732184; 9.80996; 22.9428; 25.3224; 0.552335; -0.0133874; -0.855821; 0.48223; -0.0432206; -0.855821; 0.485352; -0.237207; -0.867625; 0.550081; -0.0444352; -0.855821
4.064; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865474; -0.00681259; 9.80996; 23.0112; 25.4232; 0.554229; -0.0139895; -0.867474; 0.483367; -0.0445302; -0.867474; 0.486466; -0.238536; -0.879278; 0.551948; -0.0458523; -0.867474
4.08; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865507; -0.00631098; 9.80996; 23.0724; 25.5204; 0.55612; -0.0146086; -0.880421; 0.484417; -0.0457685; -0.880421; 0.487492; -0.239794; -0.892225; 0.553812; -0.0472916; -0.880421
4.096; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.086554; -0.00582348; 9.80996; 23.1228; 25.6032; 0.55801; -0.015245; -0.892074; 0.485287; -0.0468211; -0.892074; 0.497366; -0.229776; -0.903138; 0.555673; -0.048753; -0.892074
4.112; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865572; -0.00535661; 9.80996; 23.2128; 25.722; 0.559897; -0.0158988; -0.902432; 0.48663; -0.048487; -0.902432; 0.498684; -0.231463; -0.913496; 0.557529; -0.0502365; -0.902432
4.128; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865604; -0.0049169; 9.80996; 23.2848; 25.8336; 0.561783; -0.0165701; -0.916674; 0.487796; -0.049964; -0.916674; 0.499818; -0.232964; -0.927738; 0.559383; -0.0517422; -0.916674
4.144; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865635; -0.00451072; 9.80996; 23.3352; 25.9272; 0.563666; -0.0172592; -0.932211; 0.488694; -0.0511353; -0.932211; 0.500688; -0.234156; -0.943274; 0.561233; -0.05327; -0.932211
4.16; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865665; -0.00414419; 9.80996; 23.4072; 26.0316; 0.565548; -0.0179662; -0.943863; 0.489772; -0.0525871; -0.943863; 0.501741; -0.235627; -0.954927; 0.563081; -0.05482; -0.943863
4.176; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865695; -0.00382306; 9.80996; 23.4756; 26.1252; 0.567428; -0.0186913; -0.952926; 0.490746; -0.0539318; -0.952926; 0.502696; -0.236985; -0.96399; 0.564925; -0.0563921; -0.952926
4.192; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865726; -0.0035526; 9.80996; 23.508; 26.2224; 0.569306; -0.0194348; -0.976232; 0.491516; -0.0550146; -0.976232; 0.503428; -0.238094; -0.987296; 0.566766; -0.0579863; -0.976232
4.208; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865756; -0.0033375; 9.80996; 23.5944; 26.334; 0.571183; -0.0201967; -0.985295; 0.492653; -0.0566959; -0.985295; 0.504542; -0.23979; -0.996359; 0.568604; -0.0596027; -0.985295
4.224; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865788; -0.0031818; 9.80996; 23.6556; 26.4384; 0.573059; -0.0209772; -1.00083; 0.493591; -0.0581105; -1.00083; 0.505446; -0.241226; -1.0119; 0.57044; -0.0612413; -1.00083
4.24; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.086582; -0.00308876; 9.80996; 23.724; 26.5356; 0.574933; -0.0217765; -1.01119; 0.494507; -0.0595396; -1.01119; 0.50634; -0.24267; -1.02225; 0.572273; -0.062902; -1.01119
4.256; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865854; -0.00306082; 9.80996; 23.7816; 26.64; 0.576805; -0.0225948; -1.02802; 0.495388; -0.0609468; -1.02802; 0.507186; -0.244099; -1.03909; 0.574103; -0.0645848; -1.02802
4.272; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0839465; -0.00751245; 9.80996; 23.8356; 26.73; 0.578676; -0.0234316; -1.04097; 0.49615; -0.0622107; -1.04097; 0.507923; -0.245377; -1.05203; 0.57593; -0.0662898; -1.04097
4.288; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865233; -0.00369479; 9.80996; 23.9364; 26.8272; 0.580545; -0.0242875; -1.03967; 0.497176; -0.0639619; -1.03967; 0.508952; -0.247126; -1.05074; 0.577754; -0.0680162; -1.03967
4.304; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865297; -0.00407045; 9.80996; 23.9688; 26.9244; 0.582412; -0.0251627; -1.06298; 0.497849; -0.0651073; -1.06298; 0.509585; -0.248294; -1.07404; 0.579574; -0.0697648; -1.06298
4.32; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865353; -0.00450919; 9.80996; 24.0444; 27.036; 0.584279; -0.0260574; -1.07593; 0.498782; -0.066784; -1.07593; 0.510485; -0.249989; -1.08699; 0.581392; -0.0715356; -1.07593
4.336; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865411; -0.00500443; 9.80996; 24.0912; 27.1224; 0.586143; -0.0269718; -1.09017; 0.49943; -0.0679855; -1.09017; 0.511108; -0.251204; -1.10123; 0.583206; -0.0733284; -1.09017
4.352; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865473; -0.00555041; 9.80996; 24.1632; 27.234; 0.588006; -0.0279059; -1.10441; 0.500301; -0.0696542; -1.10441; 0.511942; -0.252891; -1.11547; 0.585017; -0.0751434; -1.10441
4.368; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865539; -0.00614063; 9.80996; 24.2388; 27.3276; 0.589868; -0.0288599; -1.11088; 0.50108; -0.0712033; -1.11088; 0.512707; -0.254447; -1.12195; 0.586825; -0.0769806; -1.11088
4.384; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865609; -0.00676791; 9.80996; 24.2964; 27.4464; 0.591728; -0.0298339; -1.13289; 0.501883; -0.0728235; -1.13289; 0.513455; -0.256093; -1.14396; 0.588629; -0.0788399; -1.13289
4.4; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865684; -0.00742448; 9.80996; 24.3612; 27.5256; 0.593586; -0.030828; -1.13807; 0.502509; -0.0741602; -1.13807; 0.514071; -0.257435; -1.14914; 0.59043; -0.0807213; -1.13807
4.416; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865762; -0.00810209; 9.80996; 24.4296; 27.6408; 0.595443; -0.0318424; -1.15491; 0.503298; -0.0758687; -1.15491; 0.514817; -0.259163; -1.16597; 0.592226; -0.0826249; -1.15491
4.432; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865845; -0.00879215; 9.80996; 24.4872; 27.72; 0.597298; -0.0328771; -1.16267; 0.503864; -0.0771513; -1.16267; 0.515368; -0.260452; -1.17374; 0.594019; -0.0845506; -1.16267
4.448; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0865931; -0.00948575; 9.80996; 24.5556; 27.8172; 0.599151; -0.0339322; -1.17303; 0.504538; -0.0787093; -1.17303; 0.516017; -0.26202; -1.1841; 0.595807; -0.0864985; -1.17303
4.464; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866022; -0.0101739; 9.80996; 24.6096; 27.9144; 0.601003; -0.0350079; -1.18857; 0.505138; -0.0801381; -1.18857; 0.516584; -0.263463; -1.19963; 0.597591; -0.0884685; -1.18857
4.48; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866117; -0.0108475; 9.80996; 24.6996; 28.0224; 0.602853; -0.0361042; -1.19504; 0.505895; -0.0820212; -1.19504; 0.517323; -0.265353; -1.20611; 0.599371; -0.0904607; -1.19504
4.496; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866215; -0.0114977; 9.80996; 24.7464; 28.1124; 0.604701; -0.0372212; -1.21058; 0.50641; -0.0833255; -1.21058; 0.517807; -0.266669; -1.22164; 0.601145; -0.092475; -1.21058
4.512; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866318; -0.0121157; 9.80996; 24.804; 28.2276; 0.606548; -0.0383591; -1.23129; 0.507034; -0.0849831; -1.23129; 0.51838; -0.268345; -1.24236; 0.602915; -0.0945115; -1.23129
4.528; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866423; -0.0126931; 9.80996; 24.8796; 28.3392; 0.608392; -0.039518; -1.24424; 0.507673; -0.0867923; -1.24424; 0.518983; -0.270166; -1.25531; 0.60468; -0.0965702; -1.24424
4.544; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0866946; -0.0126144; 9.80997; 24.9408; 28.4328; 0.610236; -0.040698; -1.25589; 0.508182; -0.0882952; -1.25589; 0.519466; -0.271678; -1.26696; 0.606439; -0.098651; -1.25589
4.56; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.089243; -0.00475615; 9.80994; 24.9948; 28.5408; 0.612078; -0.0418999; -1.27532; 0.508697; -0.089874; -1.27532; 0.519934; -0.273271; -1.28638; 0.608194; -0.100754; -1.27532
4.576; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0868541; -0.0113019; 9.80996; 25.0632; 28.6524; 0.613919; -0.0431231; -1.29085; 0.509234; -0.0916391; -1.29085; 0.52043; -0.275048; -1.30192; 0.609945; -0.10288; -1.29085
4.592; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0868649; -0.0106997; 9.80996; 25.1352; 28.7316; 0.615759; -0.0443677; -1.29344; 0.509662; -0.0931285; -1.29344; 0.520852; -0.276539; -1.30451; 0.611691; -0.105028; -1.29344
4.608; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.086878; -0.0100489; 9.80996; 25.2036; 28.8108; 0.617597; -0.0456336; -1.29733; 0.510076; -0.0945836; -1.29733; 0.54485; -0.265694; -1.307; 0.613433; -0.107198; -1.29733
4.624; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.086892; -0.00936212; 9.80996; 25.272; 28.944; 0.619434; -0.0469211; -1.32063; 0.510634; -0.0965732; -1.32063; 0.545339; -0.267702; -1.3303; 0.61517; -0.109391; -1.32063
4.64; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.086907; -0.00864628; 9.80996; 25.3188; 29.052; 0.621271; -0.0482303; -1.34264; 0.511027; -0.0981105; -1.34264; 0.54568; -0.269251; -1.35231; 0.616903; -0.111605; -1.34264
4.656; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0869231; -0.00790821; 9.80996; 25.3872; 29.1276; 0.623106; -0.0495611; -1.34523; 0.511361; -0.0995483; -1.34523; 0.546009; -0.27069; -1.3549; 0.618631; -0.113842; -1.34523
4.672; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0869407; -0.00715443; 9.80996; 25.4304; 29.2248; 0.624941; -0.0509137; -1.36465; 0.511683; -0.100951; -1.36465; 0.54629; -0.272102; -1.37432; 0.620356; -0.116101; -1.36465
4.688; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0869601; -0.00639095; 9.80996; 25.4844; 29.3436; 0.626775; -0.0522882; -1.38796; 0.512045; -0.102685; -1.38796; 0.546591; -0.273847; -1.39763; 0.622076; -0.118383; -1.38796
4.704; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0869817; -0.00562312; 9.80996; 25.5672; 29.4372; 0.628609; -0.0536846; -1.39184; 0.512374; -0.104463; -1.39184; 0.54691; -0.275627; -1.40151; 0.623793; -0.120687; -1.39184
4.72; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.087006; -0.00485535; 9.80996; 25.6392; 29.5596; 0.630442; -0.0551029; -1.40997; 0.512729; -0.106423; -1.40997; 0.547211; -0.277597; -1.41964; 0.625507; -0.123012; -1.40997
4.736; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0870337; -0.00409084; 9.80996; 25.7148; 29.6352; 0.632274; -0.0565432; -1.40997; 0.512977; -0.107953; -1.40997; 0.547459; -0.279126; -1.41964; 0.627218; -0.125361; -1.40997
4.752; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0870654; -0.00333115; 9.80996; 25.7616; 29.736; 0.634106; -0.0580056; -1.42939; 0.513219; -0.109447; -1.42939; 0.547658; -0.280626; -1.43906; 0.628925; -0.127731; -1.42939
4.768; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0871024; -0.00257572; 9.80996; 25.83; 29.8296; 0.635938; -0.0594901; -1.43845; 0.513453; -0.11109; -1.43845; 0.547869; -0.282273; -1.44812; 0.63063; -0.130124; -1.43845
4.784; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0871458; -0.00182106; 9.80996; 25.8948; 29.9556; 0.637769; -0.0609967; -1.46046; 0.513711; -0.113029; -1.46046; 0.548063; -0.284219; -1.47013; 0.632332; -0.132539; -1.46046
4.8; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0871974; -0.00105962; 9.80996; 25.9632; 30.06; 0.639601; -0.0625255; -1.47341; 0.513906; -0.11479; -1.47341; 0.548224; -0.285983; -1.48308; 0.634032; -0.134976; -1.47341
4.816; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0872593; -0.000277931; 9.80996; 26.0316; 30.1356; 0.641432; -0.0640765; -1.476; 0.51405; -0.116259; -1.476; 0.548362; -0.287453; -1.48567; 0.635729; -0.137436; -1.476
4.832; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0873347; 0.00054645; 9.80996; 26.0892; 30.2364; 0.643263; -0.0656498; -1.49154; 0.514204; -0.117875; -1.49154; 0.548478; -0.289072; -1.50121; 0.637424; -0.139918; -1.49154
4.848; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0874279; 0.00145034; 9.80996; 26.1576; 30.348; 0.645094; -0.0672455; -1.50707; 0.51435; -0.119714; -1.50707; 0.548581; -0.290914; -1.51674; 0.639118; -0.142422; -1.50707
4.864; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0875451; 0.00249489; 9.80996; 26.2044; 30.4272; 0.646924; -0.0688634; -1.51873; 0.514432; -0.121003; -1.51873; 0.548641; -0.292204; -1.5284; 0.64081; -0.144948; -1.51873
4.88; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0876956; 0.00378544; 9.80996; 26.2692; 30.5496; 0.648755; -0.0705039; -1.53944; 0.514532; -0.122919; -1.53944; 0.548681; -0.294123; -1.54911; 0.642501; -0.147497; -1.53944
4.896; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.087894; 0.00551408; 9.80996; 26.3412; 30.6324; 0.650586; -0.0721668; -1.54333; 0.514582; -0.124505; -1.54333; 0.548722; -0.295709; -1.553; 0.64419; -0.150069; -1.54333
4.912; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0881642; 0.00806005; 9.80996; 26.406; 30.7512; 0.652416; -0.0738522; -1.56275; 0.514633; -0.126386; -1.56275; 0.548718; -0.297591; -1.57242; 0.645879; -0.152663; -1.56275
4.928; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0885473; 0.0122526; 9.80996; 26.4636; 30.8448; 0.654247; -0.0755603; -1.57569; 0.514646; -0.127936; -1.57569; 0.548701; -0.299141; -1.58536; 0.647569; -0.155279; -1.57569
4.944; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0891149; 0.0201089; 9.80995; 26.5248; 30.9492; 0.656078; -0.0772912; -1.59123; 0.514637; -0.129633; -1.59123; 0.548653; -0.300837; -1.6009; 0.649259; -0.157918; -1.59123
4.96; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0899741; 0.0359489; 9.80994; 26.5968; 31.0536; 0.657908; -0.0790451; -1.60288; 0.514601; -0.131441; -1.60288; 0.548584; -0.302644; -1.61255; 0.650953; -0.16058; -1.60288
4.976; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0908558; 0.00802198; 9.80995; 26.6508; 31.1436; 0.659739; -0.0808222; -1.61583; 0.514553; -0.132916; -1.61583; 0.548508; -0.304118; -1.6255; 0.652653; -0.163265; -1.61583
4.992; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0926916; -0.0308406; 9.80997; 26.7228; 31.2516; 0.66157; -0.082623; -1.62878; 0.51447; -0.134759; -1.62878; 0.54839; -0.305959; -1.63845; 0.654354; -0.165974; -1.62878
5.008; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0914741; -0.0262137; 9.80997; 26.7912; 31.3452; 0.663401; -0.0844471; -1.63784; 0.514374; -0.136417; -1.63784; 0.548271; -0.307616; -1.64751; 0.656045; -0.168705; -1.63784
5.024; 0.468543; -0.04074; -0.415706; -2.43146; -3.78289e-05; 0.04074; 0.0814912; 1.49689; 9.8028; 26.8812; 31.4424; 0.665206; -0.086292; -1.64043; 0.514245; -0.138332; -1.64043; 0.548135; -0.30953; -1.6501; 0.657728; -0.171461; -1.64043
