time;true_x_rob0; true_y_rob0; true_heading_rob0;true_x_rob1; true_y_rob1; true_heading_rob1;true_x_rob2; true_y_rob2; true_heading_rob2;true_x_rob3; true_y_rob3; true_heading_rob3;true_x_rob4; true_y_rob4; true_heading_rob4
5.64798;-1.45731; 0.0542691; -1.66877;-1.62688; 0.136976; -1.68093;-1.61863; -0.0501927; -1.64987;-1.74046; 0.228504; -1.61953;-1.72612; -0.149535; -1.64551
5.66398;-1.45572; 0.0544247; -1.66824;-1.62534; 0.137149; -1.68387;-1.61705; -0.0500706; -1.64621;-1.73898; 0.228577; -1.62165;-1.72452; -0.149416; -1.64453
5.67998;-1.45414; 0.0545794; -1.66771;-1.6238; 0.137326; -1.68682;-1.61547; -0.0499541; -1.64256;-1.73751; 0.228654; -1.62377;-1.72292; -0.149299; -1.64354
5.69598;-1.45255; 0.0547341; -1.6675;-1.62225; 0.137508; -1.68879;-1.61389; -0.049843; -1.63979;-1.73602; 0.228734; -1.62572;-1.72132; -0.149183; -1.64268
5.71198;-1.45095; 0.0548885; -1.66729;-1.62071; 0.137693; -1.69077;-1.6123; -0.049736; -1.63702;-1.73454; 0.228817; -1.62766;-1.71972; -0.149068; -1.64183
5.72798;-1.44936; 0.0550426; -1.66708;-1.61917; 0.137881; -1.69274;-1.61071; -0.0496334; -1.63425;-1.73306; 0.228903; -1.62961;-1.71812; -0.148955; -1.64098
5.74398;-1.44776; 0.0551964; -1.66687;-1.61763; 0.138072; -1.69471;-1.60913; -0.0495349; -1.63148;-1.73157; 0.228991; -1.63155;-1.71651; -0.148843; -1.64013
5.75998;-1.44616; 0.0553504; -1.66687;-1.61608; 0.138266; -1.69559;-1.60754; -0.0494405; -1.62982;-1.73009; 0.229083; -1.63309;-1.71491; -0.148732; -1.63954
5.77598;-1.44456; 0.0555045; -1.66688;-1.61453; 0.138462; -1.69646;-1.60595; -0.0493485; -1.62815;-1.7286; 0.229178; -1.63464;-1.7133; -0.148622; -1.63896
5.79198;-1.44296; 0.0556586; -1.66688;-1.61299; 0.138658; -1.69733;-1.60436; -0.0492589; -1.62649;-1.72711; 0.229274; -1.63618;-1.7117; -0.148513; -1.63838
5.80798;-1.44136; 0.0558127; -1.66689;-1.61144; 0.138856; -1.6982;-1.60277; -0.0491719; -1.62483;-1.72562; 0.229373; -1.63772;-1.71009; -0.148405; -1.6378
5.82398;-1.43976; 0.0559667; -1.66696;-1.6099; 0.139055; -1.69801;-1.60117; -0.049087; -1.62427;-1.72413; 0.229474; -1.63883;-1.70848; -0.148297; -1.63748
5.83998;-1.43817; 0.0561209; -1.66704;-1.60835; 0.139253; -1.69782;-1.59957; -0.0490027; -1.62371;-1.72263; 0.229577; -1.63993;-1.70687; -0.14819; -1.63717
5.85598;-1.43657; 0.0562752; -1.66712;-1.6068; 0.139451; -1.69762;-1.59797; -0.0489191; -1.62315;-1.72113; 0.229682; -1.64103;-1.70526; -0.148083; -1.63686
5.87198;-1.43497; 0.0564296; -1.6672;-1.60525; 0.139649; -1.69743;-1.59638; -0.0488362; -1.62259;-1.71964; 0.229788; -1.64213;-1.70365; -0.147977; -1.63655
5.88798;-1.43338; 0.0565836; -1.66748;-1.6037; 0.139847; -1.69636;-1.59478; -0.0487539; -1.62304;-1.71814; 0.229896; -1.64274;-1.70203; -0.147871; -1.63654
5.90398;-1.43178; 0.0567381; -1.66777;-1.60215; 0.140042; -1.69528;-1.59317; -0.0486707; -1.6235;-1.71663; 0.230005; -1.64336;-1.70042; -0.147765; -1.63654
5.91998;-1.43019; 0.0568931; -1.66806;-1.6006; 0.140236; -1.6942;-1.59157; -0.0485865; -1.62395;-1.71513; 0.230115; -1.64397;-1.6988; -0.147659; -1.63655
5.93598;-1.4286; 0.0570485; -1.66835;-1.59905; 0.140428; -1.69313;-1.58997; -0.0485014; -1.62441;-1.71362; 0.230226; -1.64459;-1.69719; -0.147553; -1.63655
5.95198;-1.42701; 0.0572041; -1.66877;-1.59749; 0.140619; -1.69135;-1.58837; -0.0484152; -1.6257;-1.71211; 0.230338; -1.64477;-1.69557; -0.147446; -1.63681
5.96798;-1.42542; 0.0573604; -1.6692;-1.59594; 0.140807; -1.68957;-1.58676; -0.0483267; -1.62699;-1.7106; 0.230451; -1.64494;-1.69395; -0.147339; -1.63708
5.98398;-1.42384; 0.0575174; -1.66963;-1.59438; 0.140991; -1.68779;-1.58516; -0.048236; -1.62829;-1.70909; 0.230563; -1.64511;-1.69234; -0.147232; -1.63734
5.99998;-1.42225; 0.0576751; -1.67006;-1.59283; 0.141173; -1.68601;-1.58355; -0.0481431; -1.62958;-1.70758; 0.230676; -1.64529;-1.69072; -0.147124; -1.63761
6.01598;-1.42065; 0.0578342; -1.66992;-1.59127; 0.141352; -1.68376;-1.58195; -0.0480479; -1.63139;-1.70606; 0.23079; -1.64511;-1.6891; -0.147016; -1.63806
6.03198;-1.41906; 0.0579931; -1.66977;-1.58972; 0.141528; -1.6815;-1.58034; -0.0479496; -1.63321;-1.70454; 0.230903; -1.64493;-1.68748; -0.146906; -1.6385
6.04798;-1.41746; 0.0581517; -1.66963;-1.58816; 0.1417; -1.67925;-1.57874; -0.0478483; -1.63503;-1.70302; 0.231016; -1.64474;-1.68586; -0.146796; -1.63894
6.06398;-1.41587; 0.05831; -1.66948;-1.5866; 0.141868; -1.67699;-1.57713; -0.0477439; -1.63685;-1.7015; 0.231128; -1.64456;-1.68424; -0.146686; -1.63939
6.07998;-1.41427; 0.0584683; -1.66944;-1.58504; 0.142033; -1.67457;-1.57552; -0.0476363; -1.63897;-1.69998; 0.231241; -1.64416;-1.68262; -0.146574; -1.63992
6.09598;-1.41267; 0.0586265; -1.6694;-1.58348; 0.142194; -1.67214;-1.57391; -0.0475252; -1.64109;-1.69845; 0.231353; -1.64376;-1.681; -0.146461; -1.64045
6.11198;-1.41107; 0.0587847; -1.66936;-1.58192; 0.142351; -1.66971;-1.5723; -0.0474106; -1.64321;-1.69693; 0.231464; -1.64336;-1.67938; -0.146348; -1.64099
6.12798;-1.40947; 0.0589428; -1.66932;-1.58036; 0.142505; -1.66729;-1.57069; -0.0472926; -1.64533;-1.6954; 0.231575; -1.64296;-1.67775; -0.146234; -1.64152
6.14398;-1.40788; 0.0591; -1.66963;-1.57879; 0.142655; -1.66495;-1.56908; -0.0471709; -1.6475;-1.69387; 0.231686; -1.64242;-1.67613; -0.146118; -1.6421
6.15998;-1.40629; 0.0592578; -1.66995;-1.57723; 0.142801; -1.66261;-1.56747; -0.0470458; -1.64966;-1.69234; 0.231795; -1.64189;-1.67451; -0.146002; -1.64268
6.17598;-1.4047; 0.0594161; -1.67026;-1.57566; 0.142943; -1.66028;-1.56586; -0.0469171; -1.65182;-1.69081; 0.231904; -1.64136;-1.67289; -0.145885; -1.64325
6.19198;-1.40311; 0.0595749; -1.67058;-1.5741; 0.143082; -1.65794;-1.56425; -0.0467849; -1.65398;-1.68928; 0.232012; -1.64083;-1.67126; -0.145767; -1.64383
6.20798;-1.40152; 0.0597336; -1.67001;-1.57253; 0.143217; -1.65587;-1.56265; -0.0466493; -1.65597;-1.68774; 0.232119; -1.64029;-1.66964; -0.145647; -1.64437
6.22398;-1.39994; 0.0598913; -1.66944;-1.57096; 0.143349; -1.6538;-1.56104; -0.0465105; -1.65795;-1.6862; 0.232226; -1.63976;-1.66801; -0.145527; -1.6449
6.23998;-1.39836; 0.060048; -1.66887;-1.5694; 0.143478; -1.65174;-1.55943; -0.0463685; -1.65993;-1.68467; 0.232332; -1.63923;-1.66639; -0.145406; -1.64544
6.25598;-1.39677; 0.0602037; -1.66829;-1.56783; 0.143603; -1.64967;-1.55782; -0.0462233; -1.66191;-1.68313; 0.232437; -1.6387;-1.66477; -0.145285; -1.64597
6.27198;-1.39518; 0.0603594; -1.66807;-1.56626; 0.143726; -1.64813;-1.55622; -0.0460751; -1.6635;-1.68159; 0.232541; -1.6383;-1.66314; -0.145162; -1.64637
6.28798;-1.39358; 0.0605148; -1.66784;-1.5647; 0.143846; -1.64659;-1.55461; -0.0459244; -1.66508;-1.68005; 0.232645; -1.6379;-1.66152; -0.145039; -1.64677
6.30398;-1.39199; 0.0606698; -1.66762;-1.56313; 0.143963; -1.64505;-1.553; -0.0457712; -1.66666;-1.67851; 0.232748; -1.6375;-1.6599; -0.144915; -1.64718
6.31998;-1.3904; 0.0608244; -1.6674;-1.56156; 0.144079; -1.64352;-1.5514; -0.0456155; -1.66824;-1.67698; 0.23285; -1.6371;-1.65828; -0.144791; -1.64758
6.33598;-1.3888; 0.0609784; -1.66708;-1.55999; 0.144192; -1.64251;-1.54979; -0.0454575; -1.66934;-1.67543; 0.232952; -1.63683;-1.65666; -0.144666; -1.64777
6.35197;-1.38721; 0.0611319; -1.66675;-1.55842; 0.144303; -1.6415;-1.54819; -0.0452978; -1.67044;-1.67389; 0.233054; -1.63657;-1.65504; -0.14454; -1.64795
6.36797;-1.38562; 0.0612849; -1.66642;-1.55686; 0.144413; -1.64049;-1.54659; -0.0451364; -1.67154;-1.67235; 0.233155; -1.6363;-1.65342; -0.144415; -1.64813
6.38397;-1.38403; 0.0614373; -1.6661;-1.55529; 0.144522; -1.63948;-1.54498; -0.0449734; -1.67263;-1.67081; 0.233256; -1.63603;-1.65179; -0.144289; -1.64832
6.39997;-1.38244; 0.0615891; -1.6657;-1.55372; 0.144629; -1.63905;-1.54338; -0.0448088; -1.67316;-1.66926; 0.233357; -1.63599;-1.65017; -0.144163; -1.64832
6.41597;-1.38085; 0.0617401; -1.66531;-1.55215; 0.144735; -1.63861;-1.54178; -0.0446434; -1.67369;-1.66772; 0.233457; -1.63594;-1.64855; -0.144037; -1.64832
6.43197;-1.37926; 0.0618906; -1.66491;-1.55058; 0.144841; -1.63818;-1.54018; -0.0444773; -1.67421;-1.66618; 0.233558; -1.6359;-1.64693; -0.143911; -1.64832
6.44797;-1.37767; 0.0620404; -1.66452;-1.54901; 0.144947; -1.63774;-1.53857; -0.0443105; -1.67474;-1.66463; 0.233658; -1.63586;-1.64531; -0.143785; -1.64832
6.46397;-1.37608; 0.0621901; -1.66469;-1.54744; 0.145052; -1.63784;-1.53698; -0.0441431; -1.67473;-1.66309; 0.233759; -1.63599;-1.64369; -0.143659; -1.64815
6.47997;-1.37448; 0.0623402; -1.66487;-1.54587; 0.145157; -1.63793;-1.53538; -0.0439759; -1.67472;-1.66154; 0.23386; -1.63612;-1.64207; -0.143534; -1.64797
6.49597;-1.37289; 0.0624906; -1.66504;-1.5443; 0.145262; -1.63803;-1.53378; -0.0438088; -1.67471;-1.66; 0.233961; -1.63626;-1.64046; -0.143408; -1.6478
6.51197;-1.37129; 0.0626414; -1.66522;-1.54273; 0.145367; -1.63812;-1.53218; -0.0436417; -1.6747;-1.65845; 0.234062; -1.63639;-1.63884; -0.143284; -1.64762
6.52797;-1.36969; 0.0627928; -1.66515;-1.54116; 0.145473; -1.6387;-1.53058; -0.0434748; -1.67426;-1.6569; 0.234164; -1.6367;-1.63722; -0.143159; -1.64727
6.54397;-1.36809; 0.0629441; -1.66508;-1.53959; 0.14558; -1.63928;-1.52898; -0.0433087; -1.67381;-1.65535; 0.234266; -1.63701;-1.6356; -0.143035; -1.64692
6.55997;-1.36649; 0.0630952; -1.66501;-1.53802; 0.145688; -1.63986;-1.52738; -0.0431434; -1.67336;-1.6538; 0.234369; -1.63732;-1.63398; -0.142912; -1.64657
6.57597;-1.3649; 0.0632462; -1.66494;-1.53645; 0.145797; -1.64044;-1.52578; -0.0429788; -1.67291;-1.65226; 0.234472; -1.63763;-1.63236; -0.142789; -1.64621
6.59197;-1.3633; 0.0633971; -1.66501;-1.53488; 0.145907; -1.64132;-1.52418; -0.0428151; -1.67212;-1.65071; 0.234576; -1.63807;-1.63074; -0.142667; -1.64582
6.60797;-1.3617; 0.0635482; -1.66508;-1.53331; 0.146018; -1.64221;-1.52258; -0.0426527; -1.67132;-1.64916; 0.234681; -1.63852;-1.62912; -0.142545; -1.64542
6.62397;-1.3601; 0.0636994; -1.66516;-1.53173; 0.146131; -1.64309;-1.52098; -0.0424916; -1.67052;-1.64761; 0.234786; -1.63896;-1.6275; -0.142425; -1.64502
6.63997;-1.3585; 0.0638507; -1.66523;-1.53016; 0.146245; -1.64398;-1.51938; -0.0423319; -1.66972;-1.64606; 0.234892; -1.6394;-1.62588; -0.142304; -1.64462
6.65597;-1.35691; 0.0640015; -1.66555;-1.52859; 0.146361; -1.64504;-1.51778; -0.0421735; -1.66866;-1.64451; 0.234999; -1.63989;-1.62426; -0.142185; -1.64423
6.67197;-1.35532; 0.0641528; -1.66587;-1.52702; 0.146479; -1.6461;-1.51618; -0.0420168; -1.6676;-1.64296; 0.235107; -1.64037;-1.62264; -0.142066; -1.64383
6.68797;-1.35373; 0.0643047; -1.6662;-1.52544; 0.146598; -1.64716;-1.51458; -0.0418619; -1.66654;-1.64141; 0.235215; -1.64086;-1.62102; -0.141948; -1.64343
6.70397;-1.35214; 0.0644571; -1.66652;-1.52387; 0.146719; -1.64822;-1.51298; -0.0417088; -1.66548;-1.63986; 0.235324; -1.64134;-1.6194; -0.14183; -1.64303
6.71997;-1.35053; 0.0646109; -1.66652;-1.52229; 0.146842; -1.64941;-1.51138; -0.0415575; -1.66437;-1.6383; 0.235434; -1.64183;-1.61778; -0.141713; -1.64263
6.73597;-1.34893; 0.0647647; -1.66653;-1.52072; 0.146967; -1.6506;-1.50978; -0.041408; -1.66327;-1.63675; 0.235545; -1.64231;-1.61616; -0.141597; -1.64224
6.75197;-1.34733; 0.0649185; -1.66653;-1.51915; 0.147093; -1.65178;-1.50818; -0.0412603; -1.66217;-1.6352; 0.235656; -1.6428;-1.61454; -0.141481; -1.64184
6.76797;-1.34573; 0.0650722; -1.66653;-1.51757; 0.147222; -1.65297;-1.50658; -0.0411144; -1.66107;-1.63365; 0.235769; -1.64328;-1.61292; -0.141366; -1.64144
6.78397;-1.34414; 0.0652256; -1.66668;-1.516; 0.147352; -1.65407;-1.50497; -0.0409702; -1.66001;-1.63209; 0.235882; -1.64368;-1.6113; -0.141252; -1.64117
6.79997;-1.34254; 0.0653792; -1.66683;-1.51442; 0.147484; -1.65517;-1.50337; -0.0408276; -1.65895;-1.63054; 0.235996; -1.64408;-1.60968; -0.141138; -1.6409
6.81597;-1.34095; 0.065533; -1.66697;-1.51285; 0.147618; -1.65627;-1.50177; -0.0406868; -1.65789;-1.62898; 0.23611; -1.64447;-1.60806; -0.141024; -1.64063
6.83197;-1.33935; 0.0656871; -1.66712;-1.51128; 0.147754; -1.65737;-1.50017; -0.0405476; -1.65684;-1.62743; 0.236225; -1.64487;-1.60643; -0.140911; -1.64037
6.84797;-1.33775; 0.0658415; -1.66702;-1.5097; 0.147891; -1.65834;-1.49857; -0.0404102; -1.65587;-1.62587; 0.236341; -1.64522;-1.60481; -0.140798; -1.64023
6.86397;-1.33615; 0.0659957; -1.66692;-1.50813; 0.14803; -1.65931;-1.49696; -0.0402743; -1.6549;-1.62431; 0.236457; -1.64557;-1.60319; -0.140685; -1.64009
6.87997;-1.33456; 0.0661498; -1.66682;-1.50655; 0.148171; -1.66028;-1.49536; -0.0401399; -1.65393;-1.62276; 0.236574; -1.64593;-1.60157; -0.140573; -1.63996
6.89597;-1.33296; 0.0663036; -1.66671;-1.50498; 0.148313; -1.66124;-1.49376; -0.0400071; -1.65296;-1.6212; 0.236692; -1.64628;-1.59994; -0.14046; -1.63982
6.91197;-1.33136; 0.0664572; -1.66657;-1.5034; 0.148456; -1.66199;-1.49215; -0.0398758; -1.65226;-1.61964; 0.23681; -1.64655;-1.59832; -0.140348; -1.63982
6.92797;-1.32977; 0.0666105; -1.66644;-1.50183; 0.148601; -1.66274;-1.49055; -0.0397456; -1.65155;-1.61808; 0.236928; -1.64681;-1.59669; -0.140236; -1.63982
6.94397;-1.32817; 0.0667636; -1.6663;-1.50025; 0.148747; -1.66348;-1.48895; -0.0396165; -1.65085;-1.61653; 0.237047; -1.64708;-1.59507; -0.140124; -1.63982
6.95997;-1.32657; 0.0669165; -1.66616;-1.49868; 0.148894; -1.66423;-1.48735; -0.0394885; -1.65015;-1.61497; 0.237167; -1.64735;-1.59345; -0.140012; -1.63981
6.97597;-1.32498; 0.0670693; -1.66609;-1.4971; 0.149042; -1.66467;-1.48574; -0.0393613; -1.64971;-1.61341; 0.237287; -1.64744;-1.59182; -0.139899; -1.63994
6.99197;-1.32338; 0.067222; -1.66602;-1.49553; 0.149191; -1.66511;-1.48413; -0.0392349; -1.64927;-1.61185; 0.237407; -1.64753;-1.59019; -0.139787; -1.64007
7.00797;-1.32178; 0.0673746; -1.66595;-1.49395; 0.14934; -1.66555;-1.48253; -0.0391091; -1.64883;-1.61029; 0.237527; -1.64762;-1.58857; -0.139674; -1.64021
7.02397;-1.32018; 0.0675271; -1.66588;-1.49238; 0.149491; -1.66598;-1.48092; -0.0389839; -1.64839;-1.60873; 0.237647; -1.64771;-1.58694; -0.139561; -1.64034
7.03997;-1.31859; 0.0676791; -1.66567;-1.4908; 0.149642; -1.66616;-1.47932; -0.0388595; -1.64822;-1.60716; 0.237768; -1.64767;-1.58532; -0.139447; -1.6406
7.05597;-1.31699; 0.0678307; -1.66546;-1.48922; 0.149793; -1.66633;-1.47771; -0.0387352; -1.64804;-1.6056; 0.237888; -1.64762;-1.58369; -0.139334; -1.64086
7.07197;-1.3154; 0.0679821; -1.66525;-1.48765; 0.149944; -1.66651;-1.4761; -0.0386112; -1.64787;-1.60404; 0.238008; -1.64758;-1.58206; -0.139219; -1.64112
7.08797;-1.3138; 0.068133; -1.66504;-1.48607; 0.150095; -1.66669;-1.4745; -0.0384874; -1.64769;-1.60248; 0.238128; -1.64753;-1.58044; -0.139105; -1.64139
7.10397;-1.3122; 0.068284; -1.66497;-1.4845; 0.150247; -1.66655;-1.47289; -0.0383638; -1.64783;-1.60091; 0.238249; -1.64744;-1.57881; -0.138989; -1.64169
7.11997;-1.31061; 0.0684349; -1.6649;-1.48292; 0.150399; -1.66642;-1.47128; -0.0382399; -1.64796;-1.59935; 0.238369; -1.64735;-1.57718; -0.138874; -1.642
7.13596;-1.30901; 0.0685857; -1.66483;-1.48134; 0.15055; -1.66628;-1.46968; -0.0381157; -1.6481;-1.59779; 0.238489; -1.64726;-1.57555; -0.138757; -1.64231
7.15196;-1.30741; 0.0687364; -1.66476;-1.47976; 0.150701; -1.66615;-1.46807; -0.0379912; -1.64823;-1.59622; 0.238608; -1.64717;-1.57392; -0.138641; -1.64261
7.16796;-1.30582; 0.0688864; -1.66505;-1.47819; 0.150852; -1.66579;-1.46646; -0.0378664; -1.64859;-1.59466; 0.238728; -1.64704;-1.5723; -0.138523; -1.64296
7.18396;-1.30422; 0.0690369; -1.66533;-1.47661; 0.151003; -1.66544;-1.46485; -0.0377409; -1.64894;-1.59309; 0.238847; -1.64691;-1.57067; -0.138406; -1.64332
7.19996;-1.30263; 0.069188; -1.66562;-1.47503; 0.151152; -1.66508;-1.46324; -0.0376148; -1.6493;-1.59153; 0.238967; -1.64677;-1.56904; -0.138287; -1.64367
7.21596;-1.30104; 0.0693395; -1.66591;-1.47345; 0.151301; -1.66473;-1.46164; -0.0374882; -1.64965;-1.58996; 0.239086; -1.64664;-1.56742; -0.138168; -1.64402
7.23196;-1.29944; 0.0694922; -1.66587;-1.47187; 0.15145; -1.66424;-1.46003; -0.0373608; -1.65014;-1.5884; 0.239205; -1.64647;-1.56579; -0.138049; -1.64437
7.24796;-1.29784; 0.0696448; -1.66584;-1.47029; 0.151598; -1.66376;-1.45842; -0.0372326; -1.65063;-1.58683; 0.239323; -1.64629;-1.56417; -0.137929; -1.64472
7.26396;-1.29624; 0.0697974; -1.6658;-1.46871; 0.151745; -1.66327;-1.45681; -0.0371036; -1.65111;-1.58527; 0.239442; -1.64611;-1.56254; -0.137808; -1.64507
7.27996;-1.29464; 0.0699498; -1.66577;-1.46713; 0.151891; -1.66279;-1.4552; -0.0369738; -1.6516;-1.5837; 0.23956; -1.64594;-1.56091; -0.137687; -1.64543
7.29596;-1.29304; 0.0701021; -1.66584;-1.46555; 0.152037; -1.66226;-1.45359; -0.0368432; -1.65217;-1.58213; 0.239678; -1.64576;-1.55929; -0.137565; -1.64578
7.31196;-1.29144; 0.0702545; -1.66591;-1.46397; 0.152182; -1.66173;-1.45198; -0.0367116; -1.65274;-1.58057; 0.239795; -1.64558;-1.55766; -0.137442; -1.64613
7.32796;-1.28985; 0.070407; -1.66598;-1.46239; 0.152325; -1.6612;-1.45037; -0.0365791; -1.65332;-1.579; 0.239912; -1.64541;-1.55603; -0.137319; -1.64649
7.34396;-1.28825; 0.0705597; -1.66604;-1.4608; 0.152468; -1.66068;-1.44876; -0.0364457; -1.65389;-1.57744; 0.240029; -1.64523;-1.55441; -0.137196; -1.64684
7.35996;-1.28665; 0.0707124; -1.66611;-1.45922; 0.152611; -1.66011;-1.44715; -0.0363112; -1.65442;-1.57587; 0.240146; -1.6451;-1.55278; -0.137072; -1.64715
7.37596;-1.28505; 0.0708653; -1.66618;-1.45764; 0.152752; -1.65954;-1.44554; -0.0361759; -1.65495;-1.5743; 0.240263; -1.64497;-1.55116; -0.136947; -1.64746
7.39196;-1.28345; 0.0710182; -1.66625;-1.45605; 0.152893; -1.65896;-1.44393; -0.0360397; -1.65548;-1.57273; 0.240379; -1.64484;-1.54953; -0.136822; -1.64777
7.40796;-1.28185; 0.0711713; -1.66632;-1.45447; 0.153032; -1.65839;-1.44232; -0.0359027; -1.65601;-1.57117; 0.240495; -1.64471;-1.54791; -0.136697; -1.64808
7.42396;-1.28027; 0.071323; -1.66695;-1.45289; 0.153171; -1.65787;-1.44071; -0.0357648; -1.65654;-1.5696; 0.240611; -1.64462;-1.54628; -0.136571; -1.64831
7.43996;-1.27869; 0.0714758; -1.66759;-1.4513; 0.153309; -1.65734;-1.4391; -0.0356261; -1.65707;-1.56803; 0.240727; -1.64453;-1.54466; -0.136444; -1.64853
7.45596;-1.27711; 0.0716296; -1.66822;-1.44972; 0.153446; -1.65681;-1.43749; -0.0354865; -1.6576;-1.56646; 0.240843; -1.64444;-1.54304; -0.136317; -1.64876
7.47196;-1.27553; 0.0717845; -1.66886;-1.44813; 0.153582; -1.65629;-1.43588; -0.0353461; -1.65813;-1.56489; 0.240959; -1.64435;-1.54141; -0.13619; -1.64898
7.48796;-1.27393; 0.0719418; -1.66872;-1.44655; 0.153718; -1.65589;-1.43428; -0.0352049; -1.65853;-1.56332; 0.241074; -1.6444;-1.53979; -0.136063; -1.64912
7.50396;-1.27233; 0.0720988; -1.66857;-1.44497; 0.153852; -1.6555;-1.43267; -0.0350631; -1.65892;-1.56175; 0.24119; -1.64445;-1.53817; -0.135936; -1.64925
7.51996;-1.27074; 0.0722555; -1.66842;-1.44338; 0.153987; -1.6551;-1.43106; -0.0349207; -1.65932;-1.56019; 0.241305; -1.64449;-1.53654; -0.135808; -1.64939
7.53596;-1.26914; 0.0724119; -1.66827;-1.4418; 0.15412; -1.65471;-1.42945; -0.0347777; -1.65971;-1.55862; 0.241421; -1.64454;-1.53492; -0.13568; -1.64953
7.55196;-1.26754; 0.0725682; -1.66834;-1.44022; 0.154253; -1.65445;-1.42784; -0.034634; -1.66002;-1.55705; 0.241537; -1.64463;-1.5333; -0.135552; -1.64962
7.56796;-1.26595; 0.0727246; -1.6684;-1.43863; 0.154385; -1.65418;-1.42623; -0.0344899; -1.66033;-1.55548; 0.241653; -1.64472;-1.53168; -0.135424; -1.64971
7.58396;-1.26435; 0.0728811; -1.66847;-1.43705; 0.154517; -1.65392;-1.42463; -0.0343453; -1.66063;-1.55391; 0.241769; -1.64481;-1.53006; -0.135296; -1.64981
7.59996;-1.26275; 0.0730377; -1.66853;-1.43547; 0.154649; -1.65366;-1.42302; -0.0342002; -1.66094;-1.55234; 0.241885; -1.6449;-1.52844; -0.135167; -1.6499
7.61596;-1.26116; 0.0731934; -1.66807;-1.43388; 0.15478; -1.65353;-1.42141; -0.0340545; -1.66112;-1.55078; 0.242002; -1.64504;-1.52682; -0.135039; -1.64991
7.63196;-1.25958; 0.0733482; -1.6676;-1.4323; 0.154912; -1.6534;-1.4198; -0.0339086; -1.66129;-1.54921; 0.242118; -1.64517;-1.5252; -0.13491; -1.64991
7.64796;-1.25799; 0.0735023; -1.66713;-1.43072; 0.155042; -1.65326;-1.41819; -0.0337624; -1.66147;-1.54764; 0.242235; -1.6453;-1.52358; -0.134782; -1.64991
7.66396;-1.2564; 0.0736555; -1.66666;-1.42913; 0.155173; -1.65313;-1.41658; -0.0336159; -1.66165;-1.54607; 0.242352; -1.64544;-1.52196; -0.134653; -1.64991
7.67996;-1.25482; 0.0738069; -1.66747;-1.42755; 0.155304; -1.65318;-1.41498; -0.0334694; -1.66175;-1.54451; 0.24247; -1.64566;-1.52034; -0.134525; -1.64987
7.69596;-1.25325; 0.0739598; -1.66828;-1.42596; 0.155435; -1.65322;-1.41337; -0.0333227; -1.66184;-1.54294; 0.242587; -1.64588;-1.51872; -0.134396; -1.64983
7.71196;-1.25167; 0.074114; -1.66909;-1.42438; 0.155565; -1.65327;-1.41176; -0.033176; -1.66193;-1.54137; 0.242705; -1.6461;-1.5171; -0.134268; -1.64979
7.72796;-1.25009; 0.0742697; -1.6699;-1.4228; 0.155696; -1.65332;-1.41016; -0.0330291; -1.66202;-1.5398; 0.242824; -1.64632;-1.51548; -0.13414; -1.64975
7.74396;-1.24849; 0.0744289; -1.66983;-1.42121; 0.155827; -1.65354;-1.40855; -0.0328822; -1.66193;-1.53824; 0.242942; -1.64659;-1.51386; -0.134012; -1.64966
7.75996;-1.2469; 0.0745879; -1.66976;-1.41963; 0.155958; -1.65376;-1.40695; -0.0327356; -1.66184;-1.53667; 0.243061; -1.64685;-1.51224; -0.133884; -1.64958
7.77596;-1.2453; 0.0747467; -1.66969;-1.41805; 0.15609; -1.65398;-1.40535; -0.0325891; -1.66175;-1.5351; 0.243181; -1.64712;-1.51063; -0.133756; -1.64949
7.79196;-1.2437; 0.0749053; -1.66961;-1.41647; 0.156222; -1.6542;-1.40374; -0.0324428; -1.66166;-1.53354; 0.243301; -1.64738;-1.50901; -0.133629; -1.64941
7.80796;-1.24211; 0.0750632; -1.66933;-1.41489; 0.156354; -1.65447;-1.40214; -0.0322966; -1.66153;-1.53197; 0.243421; -1.64765;-1.50739; -0.133501; -1.64932
7.82396;-1.24052; 0.0752206; -1.66904;-1.4133; 0.156487; -1.65473;-1.40053; -0.0321506; -1.6614;-1.5304; 0.243542; -1.64791;-1.50577; -0.133374; -1.64923
7.83996;-1.23893; 0.0753774; -1.66875;-1.41172; 0.15662; -1.655;-1.39893; -0.0320048; -1.66126;-1.52883; 0.243664; -1.64818;-1.50415; -0.133247; -1.64915
7.85596;-1.23733; 0.0755338; -1.66847;-1.41014; 0.156754; -1.65526;-1.39732; -0.0318592; -1.66113;-1.52727; 0.243786; -1.64844;-1.50253; -0.13312; -1.64906
7.87196;-1.23574; 0.0756901; -1.66836;-1.40856; 0.156888; -1.65557;-1.39572; -0.031714; -1.66096;-1.5257; 0.243908; -1.6487;-1.50092; -0.132993; -1.64897
7.88796;-1.23414; 0.0758463; -1.66825;-1.40698; 0.157023; -1.65587;-1.39411; -0.0315691; -1.66078;-1.52413; 0.24403; -1.64897;-1.4993; -0.132866; -1.64888
7.90395;-1.23254; 0.0760024; -1.66814;-1.4054; 0.157158; -1.65618;-1.39251; -0.0314244; -1.66061;-1.52256; 0.244153; -1.64923;-1.49768; -0.13274; -1.64879
7.91995;-1.23095; 0.0761582; -1.66803;-1.40381; 0.157293; -1.65649;-1.3909; -0.0312801; -1.66043;-1.52099; 0.244277; -1.64949;-1.49606; -0.132613; -1.64871
