time;true_x_rob0; true_y_rob0; true_heading_rob0;true_x_rob1; true_y_rob1; true_heading_rob1;true_x_rob2; true_y_rob2; true_heading_rob2;true_x_rob3; true_y_rob3; true_heading_rob3;true_x_rob4; true_y_rob4; true_heading_rob4
41.0399;2.06615; 0.414477; -1.68328;1.81994; 0.449747; -1.71859;1.91521; 0.292562; -1.44068;1.7514; 0.553284; -1.63817;1.79684; 0.162086; -2.19809
41.0559;2.06775; 0.414657; -1.68349;1.8219; 0.450038; -1.71752;1.91642; 0.292397; -1.42793;1.75291; 0.553386; -1.63843;1.79682; 0.162075; -2.21239
41.0719;2.06934; 0.414837; -1.68371;1.82386; 0.450326; -1.71645;1.91763; 0.292217; -1.41519;1.75442; 0.553489; -1.63869;1.79681; 0.162064; -2.2267
41.0879;2.07093; 0.415018; -1.68378;1.8258; 0.450611; -1.71507;1.91879; 0.292028; -1.40357;1.75595; 0.553593; -1.63847;1.79672; 0.161996; -2.24868
41.1039;2.07253; 0.415199; -1.68386;1.82775; 0.450893; -1.71369;1.91995; 0.291826; -1.39195;1.75748; 0.553697; -1.63824;1.79664; 0.161925; -2.27067
41.1199;2.07412; 0.41538; -1.68393;1.8297; 0.451173; -1.71231;1.9211; 0.291611; -1.38033;1.759; 0.5538; -1.63801;1.79655; 0.161852; -2.29267
41.1359;2.07572; 0.415561; -1.684;1.83165; 0.451449; -1.71093;1.92226; 0.291382; -1.36871;1.76053; 0.553903; -1.63778;1.79647; 0.161776; -2.31467
41.1519;2.07731; 0.415743; -1.68393;1.83358; 0.451721; -1.70907;1.92337; 0.291149; -1.35847;1.76207; 0.554006; -1.6369;1.79645; 0.161753; -2.32996
41.1679;2.07891; 0.415924; -1.68386;1.83552; 0.45199; -1.70721;1.92447; 0.290905; -1.34823;1.76361; 0.554108; -1.63601;1.79643; 0.16173; -2.34525
41.1839;2.08051; 0.416105; -1.68379;1.83746; 0.452254; -1.70535;1.92557; 0.290651; -1.33798;1.76515; 0.554208; -1.63512;1.79641; 0.161708; -2.36053
41.1999;2.0821; 0.416286; -1.68371;1.83939; 0.452515; -1.70349;1.92667; 0.290385; -1.32774;1.76669; 0.554307; -1.63423;1.79638; 0.161686; -2.37581
41.2159;2.08369; 0.416466; -1.68339;1.84132; 0.452771; -1.70119;1.92772; 0.290118; -1.31962;1.76824; 0.554405; -1.63282;1.7964; 0.161704; -2.38814
41.2319;2.08528; 0.416646; -1.68307;1.84324; 0.453022; -1.69889;1.92878; 0.289843; -1.31149;1.76979; 0.554501; -1.6314;1.79642; 0.161723; -2.40046
41.2479;2.08687; 0.416825; -1.68274;1.84517; 0.453269; -1.69659;1.92982; 0.28956; -1.30337;1.77135; 0.554594; -1.62998;1.79644; 0.161742; -2.41278
41.2639;2.08845; 0.417003; -1.68242;1.8471; 0.453511; -1.69428;1.93087; 0.289268; -1.29525;1.77291; 0.554686; -1.62857;1.79645; 0.161761; -2.42511
41.2799;2.09004; 0.417181; -1.68209;1.84901; 0.453748; -1.69167;1.93189; 0.288975; -1.28944;1.77447; 0.554776; -1.62693;1.79645; 0.161762; -2.4414
41.2959;2.09163; 0.417359; -1.68177;1.85093; 0.453979; -1.68906;1.9329; 0.28868; -1.28396;1.77604; 0.554863; -1.62529;1.79645; 0.161762; -2.4577
41.3119;2.09322; 0.417536; -1.68144;1.85285; 0.454205; -1.68645;1.9339; 0.288379; -1.27848;1.77761; 0.554947; -1.62366;1.79645; 0.161762; -2.47399
41.3279;2.09481; 0.417712; -1.68111;1.85477; 0.454427; -1.68383;1.93491; 0.288074; -1.273;1.77917; 0.555029; -1.62202;1.79645; 0.161762; -2.49029
41.3439;2.0964; 0.417888; -1.68096;1.85669; 0.454642; -1.68087;1.93588; 0.28777; -1.27001;1.78075; 0.555109; -1.62017;1.79646; 0.161768; -2.50571
41.3599;2.098; 0.418064; -1.68081;1.8586; 0.454851; -1.6779;1.93686; 0.287466; -1.26726;1.78233; 0.555185; -1.61832;1.79646; 0.161773; -2.52113
41.3759;2.09959; 0.41824; -1.68066;1.86051; 0.455055; -1.67494;1.93783; 0.28716; -1.26451;1.78391; 0.555259; -1.61646;1.79647; 0.161779; -2.53655
41.3919;2.10119; 0.418416; -1.68051;1.86242; 0.455252; -1.67198;1.93879; 0.286851; -1.26176;1.78549; 0.55533; -1.61461;1.79647; 0.161785; -2.55197
41.4079;2.10278; 0.418592; -1.68058;1.86433; 0.455444; -1.66871;1.93974; 0.286546; -1.26155;1.78708; 0.555399; -1.61267;1.79646; 0.161765; -2.57453
41.4239;2.10438; 0.418767; -1.68065;1.86623; 0.455629; -1.66544;1.94069; 0.286242; -1.26135;1.78867; 0.555464; -1.61073;1.79645; 0.161745; -2.5971
41.4399;2.10597; 0.418943; -1.68072;1.86814; 0.455807; -1.66218;1.94163; 0.285938; -1.26115;1.79026; 0.555526; -1.60879;1.79644; 0.161725; -2.61968
41.4559;2.10757; 0.419119; -1.68078;1.87005; 0.45598; -1.65891;1.94258; 0.285634; -1.26095;1.79185; 0.555585; -1.60685;1.79643; 0.161705; -2.64226
41.4719;2.10917; 0.419296; -1.68082;1.87194; 0.456145; -1.6553;1.94351; 0.285336; -1.26283;1.79344; 0.555641; -1.60478;1.79645; 0.161748; -2.65388
41.4879;2.11076; 0.419472; -1.68085;1.87384; 0.456303; -1.65169;1.94444; 0.285039; -1.26471;1.79504; 0.555694; -1.6027;1.79648; 0.161793; -2.66551
41.5039;2.11236; 0.419649; -1.68088;1.87574; 0.456455; -1.64808;1.94537; 0.284745; -1.26659;1.79663; 0.555743; -1.60063;1.7965; 0.161838; -2.67713
41.5199;2.11396; 0.419825; -1.68092;1.87764; 0.456599; -1.64447;1.9463; 0.284453; -1.26847;1.79823; 0.55579; -1.59856;1.79652; 0.161883; -2.68875
41.5359;2.11554; 0.420001; -1.68052;1.87953; 0.456737; -1.64072;1.94722; 0.284164; -1.27228;1.79983; 0.555833; -1.59666;1.79656; 0.161972; -2.69706
41.5519;2.11713; 0.420175; -1.68013;1.88143; 0.456867; -1.63698;1.94815; 0.28388; -1.27609;1.80143; 0.555872; -1.59477;1.79661; 0.162062; -2.70537
41.5679;2.11872; 0.42035; -1.67973;1.88333; 0.45699; -1.63323;1.94908; 0.283599; -1.2799;1.80303; 0.555909; -1.59287;1.79665; 0.162153; -2.71368
41.5839;2.12031; 0.420523; -1.67934;1.88522; 0.457106; -1.62949;1.95; 0.283322; -1.28371;1.80464; 0.555943; -1.59098;1.79669; 0.162243; -2.72199
41.5999;2.1219; 0.420697; -1.67919;1.88712; 0.457215; -1.62566;1.95093; 0.28305; -1.2891;1.80624; 0.555974; -1.58944;1.79671; 0.162305; -2.73229
41.6159;2.12349; 0.42087; -1.67904;1.88901; 0.457316; -1.62182;1.95186; 0.282782; -1.29449;1.80784; 0.556003; -1.5879;1.79674; 0.162368; -2.74259
41.6319;2.12509; 0.421043; -1.67889;1.89091; 0.45741; -1.61799;1.95279; 0.28252; -1.29988;1.80945; 0.556029; -1.58636;1.79677; 0.16243; -2.75289
41.6479;2.12668; 0.421216; -1.67875;1.8928; 0.457497; -1.61416;1.95372; 0.282263; -1.30527;1.81105; 0.556053; -1.58482;1.79679; 0.162493; -2.76319
41.6639;2.12828; 0.421388; -1.67853;1.8947; 0.457576; -1.61033;1.95465; 0.282012; -1.31154;1.81266; 0.556074; -1.58345;1.79681; 0.162549; -2.77631
41.6799;2.12987; 0.42156; -1.67831;1.8966; 0.457648; -1.60649;1.95558; 0.281767; -1.3178;1.81427; 0.556093; -1.58209;1.79684; 0.162605; -2.78944
41.6959;2.13146; 0.421732; -1.6781;1.89849; 0.457713; -1.60266;1.95652; 0.281528; -1.32407;1.81587; 0.55611; -1.58072;1.79686; 0.162662; -2.80256
41.7119;2.13305; 0.421904; -1.67788;1.90039; 0.457771; -1.59883;1.95745; 0.281294; -1.33033;1.81748; 0.556125; -1.57936;1.79688; 0.162718; -2.81569
41.7279;2.13465; 0.422075; -1.67784;1.90229; 0.457821; -1.595;1.95838; 0.281068; -1.33682;1.81909; 0.556138; -1.57813;1.79691; 0.16281; -2.82524
41.7439;2.13625; 0.422247; -1.6778;1.90419; 0.457864; -1.59116;1.95932; 0.280848; -1.3433;1.8207; 0.556149; -1.5769;1.79694; 0.162902; -2.8348
41.7599;2.13784; 0.422418; -1.67777;1.90608; 0.4579; -1.58733;1.96025; 0.280634; -1.34978;1.82231; 0.556158; -1.57566;1.79697; 0.162994; -2.84435
41.7759;2.13944; 0.42259; -1.67773;1.90798; 0.457928; -1.58349;1.96119; 0.280426; -1.35626;1.82392; 0.556165; -1.57443;1.79699; 0.163087; -2.85391
41.7919;2.14104; 0.422761; -1.67773;1.90988; 0.457949; -1.57975;1.96213; 0.280225; -1.36252;1.82554; 0.55617; -1.57333;1.79704; 0.16323; -2.85826
41.8079;2.14264; 0.422933; -1.67773;1.91178; 0.457963; -1.576;1.96307; 0.280029; -1.36878;1.82715; 0.556173; -1.57223;1.79708; 0.163373; -2.86262
41.8239;2.14424; 0.423104; -1.67773;1.91368; 0.45797; -1.57226;1.96401; 0.279839; -1.37504;1.82877; 0.556174; -1.57113;1.79712; 0.163517; -2.86698
41.8399;2.14584; 0.423276; -1.67773;1.91559; 0.45797; -1.56851;1.96495; 0.279656; -1.3813;1.83038; 0.556174; -1.57003;1.79716; 0.163661; -2.87133
41.8559;2.14743; 0.423447; -1.67759;1.91749; 0.457963; -1.56498;1.96589; 0.279478; -1.38708;1.832; 0.556172; -1.56928;1.7972; 0.163812; -2.87701
41.8719;2.14903; 0.423618; -1.67745;1.9194; 0.457948; -1.56146;1.96683; 0.279305; -1.39285;1.83362; 0.556169; -1.56853;1.79724; 0.163964; -2.88269
41.8879;2.15062; 0.423789; -1.67731;1.92131; 0.457928; -1.55793;1.96778; 0.279138; -1.39862;1.83523; 0.556165; -1.56778;1.79728; 0.164116; -2.88837
41.9039;2.15221; 0.423959; -1.67717;1.92321; 0.4579; -1.5544;1.96873; 0.278976; -1.40439;1.83685; 0.556159; -1.56703;1.79732; 0.164268; -2.89405
41.9199;2.1538; 0.424129; -1.67753;1.92512; 0.457866; -1.5511;1.96967; 0.27882; -1.40937;1.83847; 0.556152; -1.56655;1.79735; 0.16441; -2.89788
41.9359;2.15539; 0.424299; -1.67789;1.92704; 0.457825; -1.54779;1.97062; 0.278669; -1.41435;1.84009; 0.556145; -1.56606;1.79739; 0.164553; -2.90171
41.9519;2.15698; 0.42447; -1.67825;1.92895; 0.457778; -1.54449;1.97156; 0.278522; -1.41933;1.84172; 0.556137; -1.56558;1.79742; 0.164695; -2.90554
41.9679;2.15857; 0.424641; -1.67861;1.93086; 0.457725; -1.54118;1.97251; 0.27838; -1.4243;1.84334; 0.556128; -1.56509;1.79746; 0.164838; -2.90937
41.9839;2.16016; 0.424814; -1.67841;1.93278; 0.457666; -1.53814;1.97345; 0.278244; -1.42813;1.84496; 0.556118; -1.56479;1.79749; 0.164995; -2.91519
41.9999;2.16175; 0.424986; -1.6782;1.9347; 0.4576; -1.5351;1.97439; 0.278111; -1.43196;1.84659; 0.556108; -1.56448;1.79753; 0.165151; -2.921
42.0159;2.16335; 0.425157; -1.67799;1.93662; 0.457529; -1.53206;1.97534; 0.277981; -1.43579;1.84821; 0.556097; -1.56417;1.79756; 0.165308; -2.92682
42.0319;2.16494; 0.425329; -1.67778;1.93854; 0.457452; -1.52902;1.97628; 0.277855; -1.43962;1.84984; 0.556086; -1.56386;1.7976; 0.165465; -2.93263
42.0479;2.16653; 0.4255; -1.678;1.94047; 0.457369; -1.52624;1.97722; 0.277733; -1.44218;1.85147; 0.556075; -1.56364;1.79763; 0.165604; -2.94043
42.0639;2.16812; 0.425671; -1.67822;1.94239; 0.457281; -1.52347;1.97816; 0.277614; -1.44473;1.8531; 0.556063; -1.56342;1.79765; 0.165743; -2.94822
42.0799;2.16972; 0.425843; -1.67843;1.94432; 0.457187; -1.52069;1.9791; 0.277496; -1.44728;1.85473; 0.556051; -1.5632;1.79768; 0.165882; -2.95602
42.0959;2.17131; 0.426015; -1.67865;1.94624; 0.457088; -1.51792;1.98003; 0.277381; -1.44983;1.85635; 0.556038; -1.56298;1.79771; 0.166022; -2.96381
42.1119;2.17291; 0.426188; -1.67866;1.94818; 0.456984; -1.51536;1.98096; 0.27727; -1.45101;1.85799; 0.556025; -1.56271;1.79773; 0.166176; -2.97064
42.1279;2.1745; 0.426361; -1.67866;1.95011; 0.456874; -1.51281;1.98189; 0.277159; -1.4522;1.85963; 0.556012; -1.56245;1.79776; 0.166331; -2.97747
42.1439;2.1761; 0.426534; -1.67867;1.95204; 0.45676; -1.51026;1.98283; 0.277049; -1.45338;1.86126; 0.555998; -1.56218;1.79779; 0.166485; -2.9843
42.1599;2.1777; 0.426708; -1.67867;1.95397; 0.456641; -1.5077;1.98376; 0.27694; -1.45457;1.8629; 0.555984; -1.56191;1.79781; 0.16664; -2.99112
42.1759;2.17929; 0.42688; -1.679;1.9559; 0.456516; -1.50537;1.98468; 0.276833; -1.45447;1.86454; 0.555969; -1.56152;1.79783; 0.166782; -3.00046
42.1919;2.18088; 0.427052; -1.67932;1.95784; 0.456387; -1.50304;1.9856; 0.276726; -1.45437;1.86618; 0.555953; -1.56112;1.79785; 0.166924; -3.0098
42.2079;2.18247; 0.427226; -1.67964;1.95978; 0.456254; -1.50071;1.98652; 0.276619; -1.45428;1.86782; 0.555937; -1.56072;1.79787; 0.167065; -3.01914
42.2239;2.18406; 0.427399; -1.67997;1.96171; 0.456116; -1.49838;1.98744; 0.276512; -1.45418;1.86946; 0.55592; -1.56032;1.79789; 0.167208; -3.02848
42.2399;2.18565; 0.427574; -1.6798;1.96365; 0.455974; -1.49614;1.98836; 0.276405; -1.45298;1.87111; 0.555903; -1.55965;1.79791; 0.16736; -3.03887
42.2559;2.18724; 0.427749; -1.67962;1.96559; 0.455827; -1.49389;1.98927; 0.276298; -1.45178;1.87276; 0.555884; -1.55899;1.79792; 0.167512; -3.04927
42.2719;2.18884; 0.427923; -1.67945;1.96752; 0.455676; -1.49165;1.99018; 0.276189; -1.45059;1.8744; 0.555864; -1.55833;1.79793; 0.167665; -3.05967
42.2879;2.19043; 0.428097; -1.67927;1.96946; 0.45552; -1.48941;1.99109; 0.276079; -1.44939;1.87605; 0.555843; -1.55766;1.79795; 0.167817; -3.07006
42.3039;2.19203; 0.42827; -1.67917;1.9714; 0.45536; -1.4873;1.99199; 0.275969; -1.44735;1.8777; 0.555821; -1.55678;1.79796; 0.167977; -3.08085
42.3199;2.19362; 0.428444; -1.67906;1.97334; 0.455196; -1.48519;1.99288; 0.275857; -1.44532;1.87936; 0.555797; -1.55589;1.79797; 0.168136; -3.09165
42.3358;2.19522; 0.428617; -1.67895;1.97528; 0.455028; -1.48309;1.99378; 0.275743; -1.44328;1.88101; 0.555772; -1.55501;1.79797; 0.168295; -3.10244
42.3518;2.19681; 0.42879; -1.67884;1.97722; 0.454856; -1.48098;1.99468; 0.275628; -1.44125;1.88266; 0.555746; -1.55412;1.79798; 0.168455; -3.11323
42.3678;2.19841; 0.428963; -1.67895;1.97916; 0.45468; -1.47887;1.99557; 0.275512; -1.43869;1.88432; 0.555717; -1.55297;1.79798; 0.168609; -3.12526
42.3838;2.2; 0.429136; -1.67906;1.9811; 0.454499; -1.47676;1.99646; 0.275393; -1.43612;1.88598; 0.555687; -1.55182;1.79798; 0.168764; -3.13728
42.3998;2.2016; 0.42931; -1.67917;1.98304; 0.454315; -1.47465;1.99735; 0.275272; -1.43356;1.88764; 0.555655; -1.55067;1.79798; 0.168918; 3.13388
42.4158;2.20319; 0.429483; -1.67927;1.98497; 0.454126; -1.47255;1.99823; 0.275149; -1.431;1.8893; 0.555621; -1.54952;1.79798; 0.169072; 3.12185
42.4318;2.20479; 0.429657; -1.67928;1.98691; 0.453934; -1.47031;1.99911; 0.275025; -1.42822;1.89096; 0.555585; -1.54807;1.79798; 0.169211; 3.11111
42.4478;2.20639; 0.429832; -1.67928;1.98884; 0.453737; -1.46807;1.99998; 0.274899; -1.42544;1.89262; 0.555546; -1.54661;1.79797; 0.169349; 3.10036
42.4638;2.20799; 0.430006; -1.67928;1.99077; 0.453536; -1.46583;2.00085; 0.27477; -1.42266;1.89428; 0.555505; -1.54515;1.79796; 0.169487; 3.08961
42.4798;2.20959; 0.43018; -1.67928;1.9927; 0.453331; -1.46358;2.00172; 0.274639; -1.41988;1.89594; 0.555461; -1.5437;1.79795; 0.169624; 3.07887
42.4958;2.21118; 0.430353; -1.67959;1.99463; 0.453122; -1.46112;2.00258; 0.274508; -1.41714;1.89761; 0.555415; -1.54189;1.79794; 0.169757; 3.06874
42.5118;2.21276; 0.430526; -1.67991;1.99656; 0.452908; -1.45866;2.00344; 0.274374; -1.4144;1.89927; 0.555366; -1.54008;1.79793; 0.16989; 3.05861
42.5278;2.21435; 0.430701; -1.68023;1.99848; 0.45269; -1.4562;2.0043; 0.274238; -1.41167;1.90093; 0.555314; -1.53827;1.79792; 0.170022; 3.04848
42.5438;2.21594; 0.430875; -1.68054;2.0004; 0.452466; -1.45373;2.00515; 0.274099; -1.40893;1.9026; 0.555259; -1.53646;1.79791; 0.170154; 3.03833
42.5598;2.21754; 0.431052; -1.68054;2.00232; 0.45224; -1.45092;2.00599; 0.273961; -1.40633;1.90426; 0.5552; -1.53434;1.79789; 0.170299; 3.03101
42.5758;2.21914; 0.431228; -1.68054;2.00423; 0.452007; -1.4481;2.00683; 0.273821; -1.40373;1.90593; 0.555138; -1.53222;1.79788; 0.170444; 3.02372
42.5918;2.22074; 0.431404; -1.68054;2.00614; 0.45177; -1.44528;2.00767; 0.273678; -1.40113;1.90759; 0.555073; -1.53011;1.79786; 0.170589; 3.01644
42.6078;2.22233; 0.43158; -1.68054;2.00805; 0.451526; -1.44246;2.00851; 0.273533; -1.39853;1.90926; 0.555003; -1.52799;1.79784; 0.170734; 3.00915
42.6238;2.22392; 0.431755; -1.68;2.00994; 0.451281; -1.4392;2.00934; 0.273389; -1.39641;1.91092; 0.554931; -1.52556;1.79782; 0.170883; 3.00112
42.6398;2.2255; 0.431928; -1.67947;2.01182; 0.45103; -1.43594;2.01016; 0.273242; -1.39429;1.91258; 0.554854; -1.52314;1.7978; 0.171031; 2.99309
42.6558;2.22708; 0.432101; -1.67893;2.01371; 0.450772; -1.43268;2.01099; 0.273094; -1.39218;1.91424; 0.554773; -1.52071;1.79777; 0.171179; 2.98505
42.6718;2.22867; 0.432272; -1.67839;2.01559; 0.450508; -1.42941;2.01181; 0.272945; -1.39006;1.91591; 0.554688; -1.51828;1.79775; 0.171328; 2.97702
42.6878;2.23026; 0.432444; -1.67856;2.01733; 0.450258; -1.42558;2.01262; 0.272796; -1.38852;1.91756; 0.5546; -1.51568;1.79773; 0.171471; 2.96995
42.7038;2.23185; 0.432617; -1.67873;2.01907; 0.450002; -1.42175;2.01343; 0.272645; -1.38697;1.91922; 0.554507; -1.51308;1.7977; 0.171613; 2.96289
42.7198;2.23345; 0.432789; -1.6789;2.0208; 0.449739; -1.41791;2.01425; 0.272494; -1.38543;1.92088; 0.554409; -1.51048;1.79767; 0.171756; 2.95583
42.7358;2.23504; 0.432962; -1.67907;2.02254; 0.449469; -1.41408;2.01505; 0.272341; -1.38389;1.92253; 0.554307; -1.50787;1.79765; 0.171899; 2.94877
42.7518;2.23663; 0.433135; -1.67878;2.02416; 0.44921; -1.40963;2.01585; 0.272189; -1.38304;1.92418; 0.554202; -1.50536;1.79762; 0.172046; 2.94066
42.7678;2.23822; 0.433307; -1.6785;2.02579; 0.448943; -1.40518;2.01665; 0.272037; -1.38221;1.92582; 0.554093; -1.50285;1.79759; 0.172193; 2.93254
42.7838;2.23981; 0.433479; -1.67821;2.02741; 0.448669; -1.40072;2.01745; 0.271884; -1.38137;1.92746; 0.55398; -1.50034;1.79756; 0.17234; 2.92442
42.7998;2.2414; 0.43365; -1.67792;2.02903; 0.448388; -1.39627;2.01825; 0.27173; -1.38053;1.9291; 0.553862; -1.49782;1.79752; 0.172487; 2.9163
42.8158;2.24299; 0.433821; -1.67823;2.03058; 0.448113; -1.39138;2.01904; 0.271577; -1.38043;1.93071; 0.553743; -1.49553;1.79749; 0.172643; 2.91197
42.8318;2.24458; 0.433993; -1.67854;2.03211; 0.447831; -1.38648;2.01983; 0.271425; -1.38034;1.93233; 0.553619; -1.49324;1.79745; 0.172799; 2.90764
42.8478;2.24617; 0.434164; -1.67886;2.03365; 0.447542; -1.38159;2.02063; 0.271272; -1.38025;1.93394; 0.553492; -1.49095;1.79741; 0.172955; 2.90332
42.8638;2.24776; 0.434337; -1.67918;2.03519; 0.447245; -1.37669;2.02142; 0.271119; -1.38016;1.93555; 0.553362; -1.48866;1.79737; 0.17311; 2.899
42.8798;2.24935; 0.43451; -1.67896;2.03666; 0.446952; -1.37154;2.0222; 0.270968; -1.38078;1.93714; 0.55323; -1.48668;1.79733; 0.173278; 2.89909
42.8958;2.25094; 0.434683; -1.67875;2.03813; 0.446652; -1.36638;2.02298; 0.270817; -1.3814;1.93872; 0.553094; -1.4847;1.79729; 0.173446; 2.89918
42.9118;2.25254; 0.434856; -1.67853;2.0396; 0.446344; -1.36122;2.02377; 0.270666; -1.38202;1.94031; 0.552956; -1.48272;1.79725; 0.173614; 2.89927
42.9278;2.25413; 0.435028; -1.67831;2.04107; 0.446029; -1.35606;2.02455; 0.270517; -1.38264;1.9419; 0.552815; -1.48074;1.79721; 0.173782; 2.89936
42.9438;2.25573; 0.4352; -1.67824;2.04249; 0.445717; -1.35091;2.02533; 0.270369; -1.38383;1.94345; 0.552673; -1.47903;1.79716; 0.173949; 2.90038
42.9598;2.25732; 0.435372; -1.67816;2.0439; 0.445397; -1.34575;2.02611; 0.270222; -1.38502;1.94501; 0.552528; -1.47731;1.79712; 0.174116; 2.90139
42.9758;2.25892; 0.435544; -1.67809;2.04532; 0.44507; -1.3406;2.02688; 0.270076; -1.38621;1.94657; 0.552381; -1.4756;1.79708; 0.174283; 2.90241
42.9918;2.26051; 0.435716; -1.67801;2.04673; 0.444736; -1.33544;2.02766; 0.269931; -1.38741;1.94813; 0.552231; -1.47388;1.79704; 0.17445; 2.90342
43.0078;2.26209; 0.435886; -1.67723;2.0481; 0.444404; -1.33059;2.02843; 0.269787; -1.38895;1.94966; 0.552081; -1.47238;1.79701; 0.174595; 2.90329
43.0238;2.26367; 0.436054; -1.67645;2.04948; 0.444065; -1.32575;2.02921; 0.269645; -1.3905;1.95119; 0.551928; -1.47089;1.79697; 0.17474; 2.90316
43.0398;2.26524; 0.436221; -1.67567;2.05085; 0.443719; -1.3209;2.02998; 0.269505; -1.39204;1.95273; 0.551773; -1.46939;1.79694; 0.174885; 2.90302
43.0558;2.26682; 0.436387; -1.67489;2.05221; 0.443367; -1.31606;2.03076; 0.269365; -1.39359;1.95426; 0.551616; -1.4679;1.7969; 0.17503; 2.90289
43.0718;2.2684; 0.436552; -1.67429;2.05354; 0.443018; -1.31166;2.03152; 0.269228; -1.39518;1.95576; 0.55146; -1.46654;1.79682; 0.175392; 2.96024
43.0878;2.26999; 0.436716; -1.67368;2.05487; 0.442663; -1.30725;2.03229; 0.269092; -1.39677;1.95727; 0.551301; -1.46517;1.79676; 0.175763; 3.01789
43.1038;2.27157; 0.436879; -1.67308;2.0562; 0.442302; -1.30285;2.03306; 0.268958; -1.39836;1.95878; 0.551141; -1.46381;1.79672; 0.176138; 3.07572
43.1198;2.27315; 0.437041; -1.67248;2.05752; 0.441935; -1.29845;2.03383; 0.268824; -1.39995;1.96028; 0.550978; -1.46244;1.7967; 0.176517; 3.13364
43.1358;2.27472; 0.437201; -1.67159;2.05882; 0.441571; -1.29524;2.03459; 0.268693; -1.40207;1.96177; 0.550815; -1.4617;1.79671; 0.177068; -3.09767
43.1518;2.2763; 0.43736; -1.67071;2.06011; 0.441202; -1.29203;2.03536; 0.268563; -1.40419;1.96326; 0.550652; -1.46095;1.79675; 0.177708; -3.04903
43.1678;2.27787; 0.437517; -1.66983;2.06141; 0.440829; -1.28882;2.03612; 0.268435; -1.4063;1.96474; 0.550487; -1.4602;1.79682; 0.178364; -3.00109
43.1838;2.27945; 0.437673; -1.66894;2.0627; 0.440453; -1.28561;2.03689; 0.268309; -1.40842;1.96623; 0.550321; -1.45946;1.79693; 0.179018; -2.95241
43.1998;2.28104; 0.437829; -1.66873;2.06398; 0.440075; -1.2846;2.03766; 0.268183; -1.41203;1.96771; 0.550155; -1.4603;1.79709; 0.179791; -2.90923
43.2158;2.28264; 0.437985; -1.66852;2.06526; 0.439696; -1.2836;2.03843; 0.26806; -1.41565;1.9692; 0.54999; -1.46114;1.79731; 0.180648; -2.86949
43.2318;2.28423; 0.438141; -1.6683;2.06654; 0.439316; -1.2826;2.03921; 0.26794; -1.41926;1.97068; 0.549826; -1.46199;1.79757; 0.181498; -2.82991
43.2478;2.28583; 0.438297; -1.66809;2.06782; 0.438935; -1.2816;2.03998; 0.267823; -1.42288;1.97216; 0.549664; -1.46284;1.79786; 0.182339; -2.79042
43.2638;2.2874; 0.43845; -1.66724;2.06911; 0.43855; -1.28377;2.04079; 0.267704; -1.42878;1.97366; 0.549502; -1.46589;1.79823; 0.183306; -2.75623
43.2798;2.28898; 0.438603; -1.66639;2.07041; 0.438167; -1.28596;2.0416; 0.26759; -1.43468;1.97516; 0.549345; -1.46894;1.79865; 0.184298; -2.72358
43.2958;2.29056; 0.438753; -1.66554;2.0717; 0.437788; -1.28815;2.04241; 0.267481; -1.44059;1.97666; 0.549193; -1.472;1.79911; 0.18528; -2.69098
43.3118;2.29213; 0.438903; -1.66468;2.073; 0.437412; -1.29033;2.04322; 0.267376; -1.44649;1.97816; 0.549045; -1.47506;1.79959; 0.186246; -2.65841
43.3278;2.29369; 0.439048; -1.66431;2.07433; 0.437029; -1.2959;2.04409; 0.26727; -1.45464;1.97969; 0.5489; -1.48054;1.80017; 0.187318; -2.6308
43.3438;2.29524; 0.439194; -1.66396;2.07566; 0.436655; -1.30149;2.04496; 0.267172; -1.46279;1.98122; 0.548763; -1.48602;1.80078; 0.188379; -2.60343
43.3598;2.29679; 0.439338; -1.6636;2.077; 0.436288; -1.30707;2.04583; 0.26708; -1.47095;1.98275; 0.548636; -1.49151;1.80142; 0.189423; -2.57606
43.3758;2.29834; 0.439483; -1.66325;2.07833; 0.43593; -1.31265;2.0467; 0.266996; -1.4791;1.98429; 0.548517; -1.497;1.80209; 0.190448; -2.54867
43.3918;2.29982; 0.439619; -1.66281;2.07972; 0.435566; -1.32127;2.04764; 0.266914; -1.48889;1.98586; 0.548404; -1.50465;1.80285; 0.191554; -2.52546
43.4078;2.3013; 0.439756; -1.66239;2.08112; 0.435214; -1.32989;2.04858; 0.26684; -1.49867;1.98744; 0.548303; -1.51229;1.80364; 0.192641; -2.50223
43.4238;2.30278; 0.439891; -1.66197;2.08251; 0.434876; -1.33852;2.04951; 0.266777; -1.50846;1.98902; 0.548215; -1.51994;1.80445; 0.19371; -2.479
43.4398;2.30426; 0.440026; -1.66155;2.08391; 0.43455; -1.34714;2.05045; 0.266722; -1.51824;1.9906; 0.548139; -1.52759;1.80529; 0.19476; -2.45576
43.4558;2.30567; 0.440154; -1.66144;2.08537; 0.434225; -1.3581;2.05146; 0.266674; -1.52887;1.99223; 0.548074; -1.53691;1.80546; 0.195866; -2.4317
43.4718;2.30708; 0.440282; -1.66133;2.08682; 0.433916; -1.36906;2.05246; 0.266636; -1.53949;1.99386; 0.548025; -1.54624;1.8059; 0.196991; -2.40994
43.4878;2.30849; 0.44041; -1.66123;2.08828; 0.433624; -1.38002;2.05347; 0.26661; -1.55011;1.99548; 0.547991; -1.55556;1.80638; 0.198094; -2.38817
